direction,anomaly_type,witness_a,witness_b,descriptor_match,verdict_a,verdict_b,severity,details,anomaly_id
target_specific_design,d_criterion_failure,W00093,W00096,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00070
target_specific_design,a_criterion_failure,W00094,W00096,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00071
target_specific_design,e_criterion_failure,W00095,W00096,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00072
target_specific_design,d_criterion_failure,W00097,W00100,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00073
target_specific_design,a_criterion_failure,W00098,W00100,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00074
target_specific_design,e_criterion_failure,W00099,W00100,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00075
target_specific_design,d_criterion_failure,W00103,W00104,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00076
target_specific_design,a_criterion_failure,W00103,W00104,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00077
target_specific_design,e_criterion_failure,W00103,W00104,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00078
target_specific_design,d_criterion_failure,W00107,W00108,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00079
target_specific_design,a_criterion_failure,W00107,W00108,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00080
target_specific_design,e_criterion_failure,W00107,W00108,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00081
target_specific_design,d_criterion_failure,W00111,W00112,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00082
target_specific_design,a_criterion_failure,W00111,W00112,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00083
target_specific_design,e_criterion_failure,W00111,W00112,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00084
target_specific_design,d_criterion_failure,W00115,W00116,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00085
target_specific_design,a_criterion_failure,W00115,W00116,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00086
target_specific_design,e_criterion_failure,W00115,W00116,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00087
target_specific_design,d_criterion_failure,W00118,W00120,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00088
target_specific_design,a_criterion_failure,W00118,W00120,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00089
target_specific_design,e_criterion_failure,W00119,W00120,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00090
target_specific_design,d_criterion_failure,W00122,W00124,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00091
target_specific_design,a_criterion_failure,W00122,W00124,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00092
target_specific_design,e_criterion_failure,W00123,W00124,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00093
target_specific_design,d_criterion_failure,W00127,W00128,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00094
target_specific_design,a_criterion_failure,W00127,W00128,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00095
target_specific_design,e_criterion_failure,W00127,W00128,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00096
target_specific_design,d_criterion_failure,W00129,W00132,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00097
target_specific_design,a_criterion_failure,W00131,W00132,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00098
target_specific_design,e_criterion_failure,W00131,W00132,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00099
target_specific_design,d_criterion_failure,W00133,W00136,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00100
target_specific_design,a_criterion_failure,W00135,W00136,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00101
target_specific_design,e_criterion_failure,W00135,W00136,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00102
target_specific_design,d_criterion_failure,W00137,W00140,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00103
target_specific_design,a_criterion_failure,W00138,W00140,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00104
target_specific_design,e_criterion_failure,W00139,W00140,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00105
target_specific_design,d_criterion_failure,W00142,W00144,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00106
target_specific_design,a_criterion_failure,W00142,W00144,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00107
target_specific_design,e_criterion_failure,W00143,W00144,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00108
target_specific_design,d_criterion_failure,W00146,W00148,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00109
target_specific_design,a_criterion_failure,W00146,W00148,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00110
target_specific_design,e_criterion_failure,W00147,W00148,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00111
target_specific_design,d_criterion_failure,W00150,W00152,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00112
target_specific_design,a_criterion_failure,W00150,W00152,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00113
target_specific_design,e_criterion_failure,W00151,W00152,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00114
target_specific_design,d_criterion_failure,W00153,W00156,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00115
target_specific_design,a_criterion_failure,W00155,W00156,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00116
target_specific_design,e_criterion_failure,W00155,W00156,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00117
target_specific_design,d_criterion_failure,W00159,W00160,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00118
target_specific_design,a_criterion_failure,W00159,W00160,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00119
target_specific_design,e_criterion_failure,W00159,W00160,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00120
target_specific_design,d_criterion_failure,W00161,W00164,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00121
target_specific_design,a_criterion_failure,W00163,W00164,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00122
target_specific_design,e_criterion_failure,W00163,W00164,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00123
target_specific_design,d_criterion_failure,W00167,W00168,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00124
target_specific_design,a_criterion_failure,W00167,W00168,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00125
target_specific_design,e_criterion_failure,W00167,W00168,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00126
target_specific_design,d_criterion_failure,W00169,W00172,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00127
target_specific_design,a_criterion_failure,W00171,W00172,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00128
target_specific_design,e_criterion_failure,W00171,W00172,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00129
target_specific_design,d_criterion_failure,W00175,W00176,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00130
target_specific_design,a_criterion_failure,W00175,W00176,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00131
target_specific_design,e_criterion_failure,W00175,W00176,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00132
target_specific_design,d_criterion_failure,W00179,W00180,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00133
target_specific_design,a_criterion_failure,W00179,W00180,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00134
target_specific_design,e_criterion_failure,W00179,W00180,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00135
target_specific_design,d_criterion_failure,W00183,W00184,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00136
target_specific_design,a_criterion_failure,W00183,W00184,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00137
target_specific_design,e_criterion_failure,W00183,W00184,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00138
target_specific_design,d_criterion_failure,W00187,W00188,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00139
target_specific_design,a_criterion_failure,W00187,W00188,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00140
target_specific_design,e_criterion_failure,W00187,W00188,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00141
target_specific_design,d_criterion_failure,W00191,W00192,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00142
target_specific_design,a_criterion_failure,W00191,W00192,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00143
target_specific_design,e_criterion_failure,W00191,W00192,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00144
target_specific_design,d_criterion_failure,W00193,W00196,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00145
target_specific_design,a_criterion_failure,W00195,W00196,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00146
target_specific_design,e_criterion_failure,W00195,W00196,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00147
target_specific_design,d_criterion_failure,W00198,W00200,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00148
target_specific_design,a_criterion_failure,W00198,W00200,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00149
target_specific_design,e_criterion_failure,W00199,W00200,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00150
target_specific_design,d_criterion_failure,W00201,W00204,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00151
target_specific_design,a_criterion_failure,W00202,W00204,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00152
target_specific_design,e_criterion_failure,W00203,W00204,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00153
target_specific_design,d_criterion_failure,W00207,W00208,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00154
target_specific_design,a_criterion_failure,W00207,W00208,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00155
target_specific_design,e_criterion_failure,W00207,W00208,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00156
target_specific_design,d_criterion_failure,W00211,W00212,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00157
target_specific_design,a_criterion_failure,W00211,W00212,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00158
target_specific_design,e_criterion_failure,W00211,W00212,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00159
target_specific_design,d_criterion_failure,W00214,W00216,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00160
target_specific_design,a_criterion_failure,W00214,W00216,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00161
target_specific_design,e_criterion_failure,W00215,W00216,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00162
target_specific_design,d_criterion_failure,W00219,W00220,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00163
target_specific_design,a_criterion_failure,W00219,W00220,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00164
target_specific_design,e_criterion_failure,W00219,W00220,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00165
target_specific_design,d_criterion_failure,W00221,W00224,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00166
target_specific_design,a_criterion_failure,W00223,W00224,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00167
target_specific_design,e_criterion_failure,W00223,W00224,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00168
target_specific_design,d_criterion_failure,W00227,W00228,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00169
target_specific_design,a_criterion_failure,W00227,W00228,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00170
target_specific_design,e_criterion_failure,W00227,W00228,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00171
target_specific_design,d_criterion_failure,W00231,W00232,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00172
target_specific_design,a_criterion_failure,W00231,W00232,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00173
target_specific_design,e_criterion_failure,W00231,W00232,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00174
target_specific_design,d_criterion_failure,W00233,W00236,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00175
target_specific_design,a_criterion_failure,W00234,W00236,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00176
target_specific_design,e_criterion_failure,W00235,W00236,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00177
target_specific_design,d_criterion_failure,W00238,W00240,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00178
target_specific_design,a_criterion_failure,W00238,W00240,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00179
target_specific_design,e_criterion_failure,W00239,W00240,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00180
target_specific_design,d_criterion_failure,W00243,W00244,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00181
target_specific_design,a_criterion_failure,W00243,W00244,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00182
target_specific_design,e_criterion_failure,W00243,W00244,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00183
target_specific_design,d_criterion_failure,W00246,W00248,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00184
target_specific_design,a_criterion_failure,W00246,W00248,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00185
target_specific_design,e_criterion_failure,W00247,W00248,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00186
target_specific_design,d_criterion_failure,W00251,W00252,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00187
