direction,trial_id,criterion,family,n,budget,selected_indices,rank,fisher_logdet_bits,a_opt_score,e_opt_score,capacity_proxy_bits,alpha,exact_recoverable,descriptor_signature,notes,witness_id,H_X_bits,H_tau_bits,target_lossless_rate_bits,max_fiber_size,max_target_values_per_fiber
target_specific_design,3,A,linear_sensor_pool,5,3,"3,5,8",3,16.06180322,-0.1027956,13.61816997,8.10303287,0.0,0,trial=3|k=3|rank=3,criterion selection output,W00014,,,,,
target_specific_design,3,E,linear_sensor_pool,5,3,"4,5,8",3,15.42228962,-0.10845084,14.62497189,7.78742918,0.0,0,trial=3|k=3|rank=3,criterion selection output,W00015,,,,,
target_specific_design,3,alpha,linear_sensor_pool,5,3,"0,1,8",3,0.39929304,-18.27102471,0.05698899,2.71685894,1.0,1,trial=3|k=3|rank=3,criterion selection output,W00016,,,,,
target_specific_design,4,D,linear_sensor_pool,5,3,"3,4,7",3,16.80291742,-0.07349839,22.82528415,8.45363201,0.0,0,trial=4|k=3|rank=3,criterion selection output,W00017,,,,,
target_specific_design,4,A,linear_sensor_pool,5,3,"3,4,7",3,16.80291742,-0.07349839,22.82528415,8.45363201,0.0,0,trial=4|k=3|rank=3,criterion selection output,W00018,,,,,
target_specific_design,4,E,linear_sensor_pool,5,3,"4,6,7",3,15.99651585,-0.07854999,27.19030626,8.05411912,0.0,0,trial=4|k=3|rank=3,criterion selection output,W00019,,,,,
target_specific_design,4,alpha,linear_sensor_pool,5,3,"0,1,5",3,0.34264712,-18.3125471,0.05686257,2.69174004,1.0,1,trial=4|k=3|rank=3,criterion selection output,W00020,,,,,
target_specific_design,5,D,linear_sensor_pool,5,3,"4,6,7",3,17.77970832,-0.06170602,26.03921651,8.93373566,0.0,0,trial=5|k=3|rank=3,criterion selection output,W00021,,,,,
target_specific_design,5,A,linear_sensor_pool,5,3,"4,6,8",3,17.59374209,-0.0596257,29.34177864,8.83934516,0.0,0,trial=5|k=3|rank=3,criterion selection output,W00022,,,,,
target_specific_design,5,E,linear_sensor_pool,5,3,"4,6,8",3,17.59374209,-0.0596257,29.34177864,8.83934516,0.0,0,trial=5|k=3|rank=3,criterion selection output,W00023,,,,,
target_specific_design,5,alpha,linear_sensor_pool,5,3,"0,1,3",3,-0.03463888,-21.2319477,0.04879013,2.61403357,1.0,1,trial=5|k=3|rank=3,criterion selection output,W00024,,,,,
target_specific_design,6,D,linear_sensor_pool,5,3,"2,3,6",3,17.24913958,-0.07232679,20.48142293,8.67580626,0.0,0,trial=6|k=3|rank=3,criterion selection output,W00025,,,,,
target_specific_design,6,A,linear_sensor_pool,5,3,"2,3,6",3,17.24913958,-0.07232679,20.48142293,8.67580626,0.0,0,trial=6|k=3|rank=3,criterion selection output,W00026,,,,,
target_specific_design,6,E,linear_sensor_pool,5,3,"2,3,6",3,17.24913958,-0.07232679,20.48142293,8.67580626,0.0,0,trial=6|k=3|rank=3,criterion selection output,W00027,,,,,
target_specific_design,6,alpha,linear_sensor_pool,5,3,"0,1,7",3,0.33009558,-28.38655388,0.03612731,2.98366583,1.0,1,trial=6|k=3|rank=3,criterion selection output,W00028,,,,,
target_specific_design,7,D,linear_sensor_pool,5,3,"2,6,7",3,17.56462167,-0.05824354,31.13517915,8.82383132,0.0,0,trial=7|k=3|rank=3,criterion selection output,W00029,,,,,
target_specific_design,7,A,linear_sensor_pool,5,3,"2,6,7",3,17.56462167,-0.05824354,31.13517915,8.82383132,0.0,0,trial=7|k=3|rank=3,criterion selection output,W00030,,,,,
target_specific_design,7,E,linear_sensor_pool,5,3,"2,6,7",3,17.56462167,-0.05824354,31.13517915,8.82383132,0.0,0,trial=7|k=3|rank=3,criterion selection output,W00031,,,,,
target_specific_design,7,alpha,linear_sensor_pool,5,3,"0,1,3",3,0.62650569,-23.2738802,0.04430821,2.98947049,1.0,1,trial=7|k=3|rank=3,criterion selection output,W00032,,,,,
target_specific_design,8,D,linear_sensor_pool,5,3,"5,6,7",3,17.68857879,-0.06051905,28.63241986,8.88737772,0.0,0,trial=8|k=3|rank=3,criterion selection output,W00033,,,,,
target_specific_design,8,A,linear_sensor_pool,5,3,"3,5,7",3,17.66040543,-0.05645753,38.55438161,8.87049067,0.0,0,trial=8|k=3|rank=3,criterion selection output,W00034,,,,,
target_specific_design,8,E,linear_sensor_pool,5,3,"3,5,7",3,17.66040543,-0.05645753,38.55438161,8.87049067,0.0,0,trial=8|k=3|rank=3,criterion selection output,W00035,,,,,
target_specific_design,8,alpha,linear_sensor_pool,5,3,"0,1,5",3,0.72383694,-60.53488711,0.01670785,3.70528614,1.0,1,trial=8|k=3|rank=3,criterion selection output,W00036,,,,,
target_specific_design,9,D,linear_sensor_pool,5,3,"3,6,8",3,16.30060633,-0.07115126,33.85429427,8.20100197,0.0,0,trial=9|k=3|rank=3,criterion selection output,W00037,,,,,
target_specific_design,9,A,linear_sensor_pool,5,3,"3,6,8",3,16.30060633,-0.07115126,33.85429427,8.20100197,0.0,0,trial=9|k=3|rank=3,criterion selection output,W00038,,,,,
target_specific_design,9,E,linear_sensor_pool,5,3,"3,6,8",3,16.30060633,-0.07115126,33.85429427,8.20100197,0.0,0,trial=9|k=3|rank=3,criterion selection output,W00039,,,,,
target_specific_design,9,alpha,linear_sensor_pool,5,3,"0,1,3",3,-0.34355381,-90.17188519,0.01117547,3.46262671,1.0,1,trial=9|k=3|rank=3,criterion selection output,W00040,,,,,
target_specific_design,10,D,linear_sensor_pool,5,3,"2,6,8",3,19.16037476,-0.03779286,56.33947523,9.60726187,0.0,0,trial=10|k=3|rank=3,criterion selection output,W00041,,,,,
target_specific_design,10,A,linear_sensor_pool,5,3,"2,6,8",3,19.16037476,-0.03779286,56.33947523,9.60726187,0.0,0,trial=10|k=3|rank=3,criterion selection output,W00042,,,,,
target_specific_design,10,E,linear_sensor_pool,5,3,"2,6,8",3,19.16037476,-0.03779286,56.33947523,9.60726187,0.0,0,trial=10|k=3|rank=3,criterion selection output,W00043,,,,,
target_specific_design,10,alpha,linear_sensor_pool,5,3,"0,1,7",3,2.46074472,-23.0703023,0.04464886,3.87933997,1.0,1,trial=10|k=3|rank=3,criterion selection output,W00044,,,,,
target_specific_design,11,D,linear_sensor_pool,5,3,"2,3,7",3,15.95969137,-0.09525209,16.67155412,8.04705141,0.0,0,trial=11|k=3|rank=3,criterion selection output,W00045,,,,,
target_specific_design,11,A,linear_sensor_pool,5,3,"2,3,7",3,15.95969137,-0.09525209,16.67155412,8.04705141,0.0,0,trial=11|k=3|rank=3,criterion selection output,W00046,,,,,
target_specific_design,11,E,linear_sensor_pool,5,3,"2,4,5",3,15.88531855,-0.09977317,18.37291177,8.0130887,0.0,0,trial=11|k=3|rank=3,criterion selection output,W00047,,,,,
target_specific_design,11,alpha,linear_sensor_pool,5,3,"0,1,4",3,0.81593465,-50.64206299,0.02001677,3.62436451,1.0,1,trial=11|k=3|rank=3,criterion selection output,W00048,,,,,
target_specific_design,12,D,linear_sensor_pool,5,3,"2,5,6",3,16.72010418,-0.11439789,10.69670976,8.43951861,0.0,0,trial=12|k=3|rank=3,criterion selection output,W00049,,,,,
target_specific_design,12,A,linear_sensor_pool,5,3,"5,6,8",3,15.84722766,-0.11050159,14.33416428,8.00123181,0.0,0,trial=12|k=3|rank=3,criterion selection output,W00050,,,,,
target_specific_design,12,E,linear_sensor_pool,5,3,"5,6,8",3,15.84722766,-0.11050159,14.33416428,8.00123181,0.0,0,trial=12|k=3|rank=3,criterion selection output,W00051,,,,,
target_specific_design,12,alpha,linear_sensor_pool,5,3,"0,1,4",3,-0.12075153,-28.03196267,0.03661854,2.76030737,1.0,1,trial=12|k=3|rank=3,criterion selection output,W00052,,,,,
target_specific_design,13,D,linear_sensor_pool,5,3,"2,3,8",3,18.37519048,-0.04491074,48.83953619,9.21973154,0.0,0,trial=13|k=3|rank=3,criterion selection output,W00053,,,,,
target_specific_design,13,A,linear_sensor_pool,5,3,"2,3,8",3,18.37519048,-0.04491074,48.83953619,9.21973154,0.0,0,trial=13|k=3|rank=3,criterion selection output,W00054,,,,,
target_specific_design,13,E,linear_sensor_pool,5,3,"2,3,8",3,18.37519048,-0.04491074,48.83953619,9.21973154,0.0,0,trial=13|k=3|rank=3,criterion selection output,W00055,,,,,
target_specific_design,13,alpha,linear_sensor_pool,5,3,"0,1,6",3,-2.40175017,-129.63276987,0.00775789,2.72274176,1.0,1,trial=13|k=3|rank=3,criterion selection output,W00056,,,,,
target_specific_design,14,D,linear_sensor_pool,5,3,"4,5,8",3,18.17884152,-0.0470959,46.06678408,9.12310632,0.0,0,trial=14|k=3|rank=3,criterion selection output,W00057,,,,,
target_specific_design,14,A,linear_sensor_pool,5,3,"4,5,8",3,18.17884152,-0.0470959,46.06678408,9.12310632,0.0,0,trial=14|k=3|rank=3,criterion selection output,W00058,,,,,
target_specific_design,14,E,linear_sensor_pool,5,3,"4,5,8",3,18.17884152,-0.0470959,46.06678408,9.12310632,0.0,0,trial=14|k=3|rank=3,criterion selection output,W00059,,,,,
target_specific_design,14,alpha,linear_sensor_pool,5,3,"0,1,2",3,0.51425404,-18.88711438,0.05503581,2.79352287,1.0,1,trial=14|k=3|rank=3,criterion selection output,W00060,,,,,
target_specific_design,15,D,linear_sensor_pool,5,3,"2,4,5",3,19.1684797,-0.03684983,60.49567948,9.61064955,0.0,0,trial=15|k=3|rank=3,criterion selection output,W00061,,,,,
target_specific_design,15,A,linear_sensor_pool,5,3,"2,4,5",3,19.1684797,-0.03684983,60.49567948,9.61064955,0.0,0,trial=15|k=3|rank=3,criterion selection output,W00062,,,,,
target_specific_design,15,E,linear_sensor_pool,5,3,"2,4,5",3,19.1684797,-0.03684983,60.49567948,9.61064955,0.0,0,trial=15|k=3|rank=3,criterion selection output,W00063,,,,,
target_specific_design,15,alpha,linear_sensor_pool,5,3,"0,1,2",3,2.23153239,-27.39740819,0.03742147,3.88767332,1.0,1,trial=15|k=3|rank=3,criterion selection output,W00064,,,,,
target_specific_design,16,D,linear_sensor_pool,5,3,"2,6,7",3,17.28099478,-0.06316548,27.31705044,8.68546034,0.0,0,trial=16|k=3|rank=3,criterion selection output,W00065,,,,,
target_specific_design,16,A,linear_sensor_pool,5,3,"2,6,7",3,17.28099478,-0.06316548,27.31705044,8.68546034,0.0,0,trial=16|k=3|rank=3,criterion selection output,W00066,,,,,
target_specific_design,16,E,linear_sensor_pool,5,3,"2,6,7",3,17.28099478,-0.06316548,27.31705044,8.68546034,0.0,0,trial=16|k=3|rank=3,criterion selection output,W00067,,,,,
target_specific_design,16,alpha,linear_sensor_pool,5,3,"0,1,6",3,1.45031987,-28.73754485,0.03564474,3.53655732,1.0,1,trial=16|k=3|rank=3,criterion selection output,W00068,,,,,
target_specific_design,17,D,linear_sensor_pool,5,3,"2,3,5",3,16.91169609,-0.07479264,25.82329901,8.50895983,0.0,0,trial=17|k=3|rank=3,criterion selection output,W00069,,,,,
target_specific_design,17,A,linear_sensor_pool,5,3,"2,3,5",3,16.91169609,-0.07479264,25.82329901,8.50895983,0.0,0,trial=17|k=3|rank=3,criterion selection output,W00070,,,,,
target_specific_design,17,E,linear_sensor_pool,5,3,"2,3,5",3,16.91169609,-0.07479264,25.82329901,8.50895983,0.0,0,trial=17|k=3|rank=3,criterion selection output,W00071,,,,,
target_specific_design,17,alpha,linear_sensor_pool,5,3,"0,1,5",3,0.84047337,-66.25455462,0.01524998,3.82684928,1.0,1,trial=17|k=3|rank=3,criterion selection output,W00072,,,,,
target_specific_design,18,D,linear_sensor_pool,5,3,"2,3,7",3,16.51245753,-0.08013673,22.34610472,8.31305902,0.0,0,trial=18|k=3|rank=3,criterion selection output,W00073,,,,,
target_specific_design,18,A,linear_sensor_pool,5,3,"2,3,7",3,16.51245753,-0.08013673,22.34610472,8.31305902,0.0,0,trial=18|k=3|rank=3,criterion selection output,W00074,,,,,
target_specific_design,18,E,linear_sensor_pool,5,3,"2,3,7",3,16.51245753,-0.08013673,22.34610472,8.31305902,0.0,0,trial=18|k=3|rank=3,criterion selection output,W00075,,,,,
target_specific_design,18,alpha,linear_sensor_pool,5,3,"0,1,5",3,0.70933946,-18.62033133,0.05583454,2.87658351,1.0,1,trial=18|k=3|rank=3,criterion selection output,W00076,,,,,
target_specific_design,19,D,linear_sensor_pool,5,3,"6,7,8",3,17.71231646,-0.05618041,37.34424472,8.89624575,0.0,0,trial=19|k=3|rank=3,criterion selection output,W00077,,,,,
target_specific_design,19,A,linear_sensor_pool,5,3,"3,5,7",3,17.42762634,-0.05604152,40.30706935,8.75383544,0.0,0,trial=19|k=3|rank=3,criterion selection output,W00078,,,,,
target_specific_design,19,E,linear_sensor_pool,5,3,"3,5,7",3,17.42762634,-0.05604152,40.30706935,8.75383544,0.0,0,trial=19|k=3|rank=3,criterion selection output,W00079,,,,,
target_specific_design,19,alpha,linear_sensor_pool,5,3,"0,1,3",3,1.93891404,-23.77253615,0.04330117,3.64317045,1.0,1,trial=19|k=3|rank=3,criterion selection output,W00080,,,,,
target_specific_design,20,D,linear_sensor_pool,5,3,"3,5,7",3,16.64999493,-0.08223185,18.07404504,8.3831172,0.0,0,trial=20|k=3|rank=3,criterion selection output,W00081,,,,,
target_specific_design,20,A,linear_sensor_pool,5,3,"3,5,7",3,16.64999493,-0.08223185,18.07404504,8.3831172,0.0,0,trial=20|k=3|rank=3,criterion selection output,W00082,,,,,
target_specific_design,20,E,linear_sensor_pool,5,3,"3,5,7",3,16.64999493,-0.08223185,18.07404504,8.3831172,0.0,0,trial=20|k=3|rank=3,criterion selection output,W00083,,,,,
target_specific_design,20,alpha,linear_sensor_pool,5,3,"0,1,2",3,0.12451999,-18.22124471,0.05719698,2.5864299,1.0,1,trial=20|k=3|rank=3,criterion selection output,W00084,,,,,
target_specific_design,21,D,linear_sensor_pool,5,3,"5,7,8",3,16.42373375,-0.08398094,19.22328748,8.27129495,0.0,0,trial=21|k=3|rank=3,criterion selection output,W00085,,,,,
target_specific_design,21,A,linear_sensor_pool,5,3,"3,5,7",3,16.33686902,-0.07822457,23.12192387,8.2239693,0.0,0,trial=21|k=3|rank=3,criterion selection output,W00086,,,,,
target_specific_design,21,E,linear_sensor_pool,5,3,"3,5,7",3,16.33686902,-0.07822457,23.12192387,8.2239693,0.0,0,trial=21|k=3|rank=3,criterion selection output,W00087,,,,,
target_specific_design,21,alpha,linear_sensor_pool,5,3,"0,1,4",3,0.36809659,-32.88279924,0.03107321,3.103434,1.0,1,trial=21|k=3|rank=3,criterion selection output,W00088,,,,,
target_specific_design,22,D,linear_sensor_pool,5,3,"2,5,8",3,16.0463959,-0.09917788,14.38097434,8.09291064,0.0,0,trial=22|k=3|rank=3,criterion selection output,W00089,,,,,
target_specific_design,22,A,linear_sensor_pool,5,3,"6,7,8",3,15.82596927,-0.09750719,16.02657857,7.98173056,0.0,0,trial=22|k=3|rank=3,criterion selection output,W00090,,,,,
target_specific_design,22,E,linear_sensor_pool,5,3,"2,7,8",3,14.95144365,-0.11634229,16.81446461,7.55765584,0.0,0,trial=22|k=3|rank=3,criterion selection output,W00091,,,,,
target_specific_design,22,alpha,linear_sensor_pool,5,3,"0,1,5",3,2.07687757,-22.09937532,0.04668088,3.65968749,1.0,1,trial=22|k=3|rank=3,criterion selection output,W00092,,,,,
target_specific_design,23,D,linear_sensor_pool,5,3,"4,6,7",3,18.03832952,-0.06778972,19.9744217,9.06713038,0.0,0,trial=23|k=3|rank=3,criterion selection output,W00093,,,,,
target_specific_design,23,A,linear_sensor_pool,5,3,"2,4,6",3,17.8839119,-0.05490585,31.35465995,8.98110617,0.0,0,trial=23|k=3|rank=3,criterion selection output,W00094,,,,,
target_specific_design,23,E,linear_sensor_pool,5,3,"2,5,7",3,17.3080875,-0.05989196,34.69435517,8.69676112,0.0,0,trial=23|k=3|rank=3,criterion selection output,W00095,,,,,
target_specific_design,23,alpha,linear_sensor_pool,5,3,"0,2,3",3,6.54742407,-1.63859764,1.0,4.1346341,1.0,1,trial=23|k=3|rank=3,criterion selection output,W00096,,,,,
target_specific_design,24,D,linear_sensor_pool,5,3,"2,3,7",3,16.33695845,-0.10035111,13.35390548,8.23882378,0.0,0,trial=24|k=3|rank=3,criterion selection output,W00097,,,,,
target_specific_design,24,A,linear_sensor_pool,5,3,"4,7,8",3,15.77064454,-0.09978118,15.21997726,7.95558751,0.0,0,trial=24|k=3|rank=3,criterion selection output,W00098,,,,,
target_specific_design,24,E,linear_sensor_pool,5,3,"4,6,8",3,14.45981182,-0.12346814,17.29412429,7.31683791,0.0,0,trial=24|k=3|rank=3,criterion selection output,W00099,,,,,
target_specific_design,24,alpha,linear_sensor_pool,5,3,"0,1,5",3,1.04308443,-17.62386624,0.05909225,2.99872311,1.0,1,trial=24|k=3|rank=3,criterion selection output,W00100,,,,,
target_specific_design,25,D,linear_sensor_pool,5,3,"4,6,8",3,16.83959756,-0.06535156,31.69298925,8.46637383,0.0,0,trial=25|k=3|rank=3,criterion selection output,W00101,,,,,
target_specific_design,25,A,linear_sensor_pool,5,3,"4,6,8",3,16.83959756,-0.06535156,31.69298925,8.46637383,0.0,0,trial=25|k=3|rank=3,criterion selection output,W00102,,,,,
target_specific_design,25,E,linear_sensor_pool,5,3,"4,6,8",3,16.83959756,-0.06535156,31.69298925,8.46637383,0.0,0,trial=25|k=3|rank=3,criterion selection output,W00103,,,,,
target_specific_design,25,alpha,linear_sensor_pool,5,3,"0,1,6",3,0.58074896,-34.63499211,0.02946329,3.24253773,1.0,1,trial=25|k=3|rank=3,criterion selection output,W00104,,,,,
target_specific_design,26,D,linear_sensor_pool,5,3,"3,4,8",3,18.13124792,-0.0528631,32.68879909,9.10332987,0.0,0,trial=26|k=3|rank=3,criterion selection output,W00105,,,,,
target_specific_design,26,A,linear_sensor_pool,5,3,"3,4,8",3,18.13124792,-0.0528631,32.68879909,9.10332987,0.0,0,trial=26|k=3|rank=3,criterion selection output,W00106,,,,,
target_specific_design,26,E,linear_sensor_pool,5,3,"3,4,8",3,18.13124792,-0.0528631,32.68879909,9.10332987,0.0,0,trial=26|k=3|rank=3,criterion selection output,W00107,,,,,
target_specific_design,26,alpha,linear_sensor_pool,5,3,"0,1,6",3,0.89393471,-17.96475697,0.05793909,2.9403186,1.0,1,trial=26|k=3|rank=3,criterion selection output,W00108,,,,,
target_specific_design,27,D,linear_sensor_pool,5,3,"5,6,8",3,18.22219964,-0.0551719,29.38270425,9.15039836,0.0,0,trial=27|k=3|rank=3,criterion selection output,W00109,,,,,
target_specific_design,27,A,linear_sensor_pool,5,3,"5,6,8",3,18.22219964,-0.0551719,29.38270425,9.15039836,0.0,0,trial=27|k=3|rank=3,criterion selection output,W00110,,,,,
target_specific_design,27,E,linear_sensor_pool,5,3,"5,6,8",3,18.22219964,-0.0551719,29.38270425,9.15039836,0.0,0,trial=27|k=3|rank=3,criterion selection output,W00111,,,,,
target_specific_design,27,alpha,linear_sensor_pool,5,3,"0,1,7",3,0.19287217,-17.87231034,0.05835349,2.60540392,1.0,1,trial=27|k=3|rank=3,criterion selection output,W00112,,,,,
target_specific_design,28,D,linear_sensor_pool,5,3,"3,5,6",3,17.27129795,-0.06179993,30.31441004,8.67968471,0.0,0,trial=28|k=3|rank=3,criterion selection output,W00113,,,,,
target_specific_design,28,A,linear_sensor_pool,5,3,"3,5,6",3,17.27129795,-0.06179993,30.31441004,8.67968471,0.0,0,trial=28|k=3|rank=3,criterion selection output,W00114,,,,,
target_specific_design,28,E,linear_sensor_pool,5,3,"3,5,6",3,17.27129795,-0.06179993,30.31441004,8.67968471,0.0,0,trial=28|k=3|rank=3,criterion selection output,W00115,,,,,
target_specific_design,28,alpha,linear_sensor_pool,5,3,"0,1,2",3,0.67045364,-17.88687397,0.05822936,2.8307821,1.0,1,trial=28|k=3|rank=3,criterion selection output,W00116,,,,,
target_specific_design,29,D,linear_sensor_pool,5,3,"2,3,4",3,16.59407726,-0.09570893,13.93588122,8.36420077,0.0,0,trial=29|k=3|rank=3,criterion selection output,W00117,,,,,
target_specific_design,29,A,linear_sensor_pool,5,3,"2,3,4",3,16.59407726,-0.09570893,13.93588122,8.36420077,0.0,0,trial=29|k=3|rank=3,criterion selection output,W00118,,,,,
target_specific_design,29,E,linear_sensor_pool,5,3,"3,5,7",3,13.3261871,-0.14354226,16.08548924,6.76407651,0.0,0,trial=29|k=3|rank=3,criterion selection output,W00119,,,,,
target_specific_design,29,alpha,linear_sensor_pool,5,3,"0,1,4",3,1.86186502,-33.59082521,0.03038237,3.84936235,1.0,1,trial=29|k=3|rank=3,criterion selection output,W00120,,,,,
target_specific_design,30,D,linear_sensor_pool,5,3,"2,4,7",3,17.07610172,-0.07491796,19.79450891,8.59109171,0.0,0,trial=30|k=3|rank=3,criterion selection output,W00121,,,,,
target_specific_design,30,A,linear_sensor_pool,5,3,"2,4,7",3,17.07610172,-0.07491796,19.79450891,8.59109171,0.0,0,trial=30|k=3|rank=3,criterion selection output,W00122,,,,,
target_specific_design,30,E,linear_sensor_pool,5,3,"4,6,7",3,16.22123607,-0.07876316,23.28612608,8.16654719,0.0,0,trial=30|k=3|rank=3,criterion selection output,W00123,,,,,
target_specific_design,30,alpha,linear_sensor_pool,5,3,"0,1,2",3,2.23037913,-31.15982772,0.03280252,3.97830894,1.0,1,trial=30|k=3|rank=3,criterion selection output,W00124,,,,,
target_specific_design,31,D,linear_sensor_pool,5,3,"2,4,6",3,17.37128615,-0.06204425,28.43265267,8.72982448,0.0,0,trial=31|k=3|rank=3,criterion selection output,W00125,,,,,
target_specific_design,31,A,linear_sensor_pool,5,3,"2,4,6",3,17.37128615,-0.06204425,28.43265267,8.72982448,0.0,0,trial=31|k=3|rank=3,criterion selection output,W00126,,,,,
target_specific_design,31,E,linear_sensor_pool,5,3,"2,4,6",3,17.37128615,-0.06204425,28.43265267,8.72982448,0.0,0,trial=31|k=3|rank=3,criterion selection output,W00127,,,,,
target_specific_design,31,alpha,linear_sensor_pool,5,3,"0,1,7",3,2.84122671,-17.57050165,0.05917019,3.87509746,1.0,1,trial=31|k=3|rank=3,criterion selection output,W00128,,,,,
target_specific_design,32,D,linear_sensor_pool,5,3,"3,4,6",3,17.86072268,-0.05771705,27.80456428,8.97145401,0.0,0,trial=32|k=3|rank=3,criterion selection output,W00129,,,,,
target_specific_design,32,A,linear_sensor_pool,5,3,"4,6,7",3,17.6935377,-0.05392385,36.03472985,8.88527061,0.0,0,trial=32|k=3|rank=3,criterion selection output,W00130,,,,,
target_specific_design,32,E,linear_sensor_pool,5,3,"4,6,7",3,17.6935377,-0.05392385,36.03472985,8.88527061,0.0,0,trial=32|k=3|rank=3,criterion selection output,W00131,,,,,
target_specific_design,32,alpha,linear_sensor_pool,5,3,"0,1,3",3,1.95932656,-24.76503057,0.04151603,3.68202334,1.0,1,trial=32|k=3|rank=3,criterion selection output,W00132,,,,,
target_specific_design,33,D,linear_sensor_pool,5,3,"3,4,6",3,16.32821626,-0.08648352,17.76403884,8.2252199,0.0,0,trial=33|k=3|rank=3,criterion selection output,W00133,,,,,
target_specific_design,33,A,linear_sensor_pool,5,3,"3,4,8",3,16.3000077,-0.07144678,32.74821908,8.20090573,0.0,0,trial=33|k=3|rank=3,criterion selection output,W00134,,,,,
target_specific_design,33,E,linear_sensor_pool,5,3,"3,4,8",3,16.3000077,-0.07144678,32.74821908,8.20090573,0.0,0,trial=33|k=3|rank=3,criterion selection output,W00135,,,,,
target_specific_design,33,alpha,linear_sensor_pool,5,3,"0,1,3",3,1.59812433,-25.64619271,0.04005765,3.52909759,1.0,1,trial=33|k=3|rank=3,criterion selection output,W00136,,,,,
target_specific_design,34,D,linear_sensor_pool,5,3,"3,7,8",3,16.33528699,-0.10515368,13.25368249,8.2413406,0.0,0,trial=34|k=3|rank=3,criterion selection output,W00137,,,,,
target_specific_design,34,A,linear_sensor_pool,5,3,"5,7,8",3,16.17660085,-0.09456129,15.57691589,8.15490749,0.0,0,trial=34|k=3|rank=3,criterion selection output,W00138,,,,,
target_specific_design,34,E,linear_sensor_pool,5,3,"3,5,7",3,16.00189895,-0.10327424,15.95335704,8.07367536,0.0,0,trial=34|k=3|rank=3,criterion selection output,W00139,,,,,
target_specific_design,34,alpha,linear_sensor_pool,5,3,"0,1,4",3,-0.38476943,-29.89470156,0.03428974,2.67938399,1.0,1,trial=34|k=3|rank=3,criterion selection output,W00140,,,,,
target_specific_design,35,D,linear_sensor_pool,5,3,"3,5,8",3,17.86942384,-0.05380865,35.23157045,8.97311569,0.0,0,trial=35|k=3|rank=3,criterion selection output,W00141,,,,,
target_specific_design,35,A,linear_sensor_pool,5,3,"3,5,8",3,17.86942384,-0.05380865,35.23157045,8.97311569,0.0,0,trial=35|k=3|rank=3,criterion selection output,W00142,,,,,
target_specific_design,35,E,linear_sensor_pool,5,3,"2,3,5",3,17.59684154,-0.05613531,38.72938899,8.8384893,0.0,0,trial=35|k=3|rank=3,criterion selection output,W00143,,,,,
