anomaly_id,anomaly_type,descriptor_signature,family_count,shared_exact_values,evidence_families,severity,notes
mc_a_37,conditioned_exact_invariant_fail,n6|k2|m2|r3|b4,1,0,ctxfam_17,high,context-invariance gap
mc_a_38,positive_shared_augmentation_threshold,n6|k2|m2|r3|b4,1,0,ctxfam_17,medium,threshold=1
mc_a_39,positive_shared_augmentation_threshold,n6|k3|m2|r6|b6,1,0,ctxfam_18,medium,threshold=4
mc_a_40,conditioned_exact_invariant_fail,n6|k3|m2|r4|b6,1,0,ctxfam_19,high,context-invariance gap
mc_a_41,positive_shared_augmentation_threshold,n6|k3|m2|r4|b6,1,0,ctxfam_19,medium,threshold=1
mc_a_42,conditioned_exact_invariant_fail,n7|k5|m2|r6|b10,1,0,ctxfam_21,high,context-invariance gap
mc_a_43,positive_shared_augmentation_threshold,n7|k5|m2|r6|b10,1,0,ctxfam_21,medium,threshold=1
mc_a_44,family_enlargement_flip,n5|k5|m2|r2|b10,1,1->0,ctxfam_23,medium,shared verdict changed after adding one context
mc_a_45,positive_shared_augmentation_threshold,n6|k3|m2|r6|b6,1,0,ctxfam_24,medium,threshold=4
mc_a_46,family_enlargement_flip,n4|k5|m2|r2|b10,1,1->0,ctxfam_25,medium,shared verdict changed after adding one context
mc_a_47,positive_shared_augmentation_threshold,n4|k2|m2|r2|b4,1,0,ctxfam_26,medium,threshold=2
mc_a_48,positive_shared_augmentation_threshold,n4|k3|m2|r2|b6,1,0,ctxfam_27,medium,threshold=2
mc_a_49,conditioned_exact_invariant_fail,n7|k5|m2|r6|b10,1,0,ctxfam_28,high,context-invariance gap
mc_a_50,positive_shared_augmentation_threshold,n7|k5|m2|r6|b10,1,0,ctxfam_28,medium,threshold=1
mc_a_51,positive_shared_augmentation_threshold,n5|k5|m2|r5|b10,1,0,ctxfam_29,medium,threshold=4
mc_a_52,positive_shared_augmentation_threshold,n4|k5|m2|r4|b10,1,0,ctxfam_30,medium,threshold=2
mc_a_53,conditioned_exact_invariant_fail,n5|k3|m2|r4|b6,1,0,ctxfam_32,high,context-invariance gap
mc_a_54,positive_shared_augmentation_threshold,n5|k3|m2|r4|b6,1,0,ctxfam_32,medium,threshold=1
mc_a_55,positive_shared_augmentation_threshold,n4|k3|m2|r2|b6,1,0,ctxfam_34,medium,threshold=2
mc_a_56,conditioned_exact_invariant_fail,n7|k3|m2|r4|b6,1,0,ctxfam_35,high,context-invariance gap
mc_a_57,positive_shared_augmentation_threshold,n7|k3|m2|r4|b6,1,0,ctxfam_35,medium,threshold=1
mc_a_58,family_enlargement_flip,n6|k3|m2|r2|b6,1,1->0,ctxfam_36,medium,shared verdict changed after adding one context
mc_a_59,positive_shared_augmentation_threshold,n4|k5|m2|r4|b10,1,0,ctxfam_37,medium,threshold=3
mc_a_60,positive_shared_augmentation_threshold,n6|k5|m2|r1|b10,1,0,ctxfam_40,medium,threshold=4
mc_a_61,positive_shared_augmentation_threshold,n6|k4|m2|r5|b8,1,0,ctxfam_41,medium,threshold=4
mc_a_62,positive_shared_augmentation_threshold,n6|k4|m2|r6|b8,1,0,ctxfam_42,medium,threshold=4
mc_a_63,conditioned_exact_invariant_fail,n4|k2|m2|r3|b4,1,0,ctxfam_44,high,context-invariance gap
mc_a_64,positive_shared_augmentation_threshold,n4|k2|m2|r3|b4,1,0,ctxfam_44,medium,threshold=1
mc_a_65,conditioned_exact_invariant_fail,n6|k5|m2|r6|b10,1,0,ctxfam_45,high,context-invariance gap
mc_a_66,positive_shared_augmentation_threshold,n6|k5|m2|r6|b10,1,0,ctxfam_45,medium,threshold=1
mc_a_67,conditioned_exact_invariant_fail,n6|k3|m2|r4|b6,1,0,ctxfam_46,high,context-invariance gap
mc_a_68,positive_shared_augmentation_threshold,n6|k3|m2|r4|b6,1,0,ctxfam_46,medium,threshold=1
mc_a_69,positive_shared_augmentation_threshold,n4|k3|m2|r4|b6,1,0,ctxfam_51,medium,threshold=3
mc_a_70,conditioned_exact_invariant_fail,n6|k5|m2|r6|b10,1,0,ctxfam_52,high,context-invariance gap
mc_a_71,positive_shared_augmentation_threshold,n6|k5|m2|r6|b10,1,0,ctxfam_52,medium,threshold=1
mc_a_72,positive_shared_augmentation_threshold,n5|k3|m2|r2|b6,1,0,ctxfam_53,medium,threshold=3
mc_a_73,positive_shared_augmentation_threshold,n4|k2|m2|r2|b4,1,0,ctxfam_55,medium,threshold=2
mc_a_74,positive_shared_augmentation_threshold,n4|k3|m2|r2|b6,1,0,ctxfam_57,medium,threshold=2
mc_a_75,positive_shared_augmentation_threshold,n5|k3|m2|r5|b6,1,0,ctxfam_58,medium,threshold=3
mc_a_76,positive_shared_augmentation_threshold,n5|k4|m2|r5|b8,1,0,ctxfam_59,medium,threshold=3
mc_a_77,positive_shared_augmentation_threshold,n5|k4|m2|r2|b8,1,0,ctxfam_60,medium,threshold=3
mc_a_78,conditioned_exact_invariant_fail,n7|k2|m2|r3|b4,1,0,ctxfam_61,high,context-invariance gap
mc_a_79,positive_shared_augmentation_threshold,n7|k2|m2|r3|b4,1,0,ctxfam_61,medium,threshold=1
mc_a_80,family_enlargement_flip,n4|k2|m2|r2|b4,1,1->0,ctxfam_62,medium,shared verdict changed after adding one context
mc_a_81,positive_shared_augmentation_threshold,n6|k2|m2|r2|b4,1,0,ctxfam_63,medium,threshold=4
mc_a_82,conditioned_exact_invariant_fail,n6|k5|m2|r6|b10,1,0,ctxfam_64,high,context-invariance gap
mc_a_83,positive_shared_augmentation_threshold,n6|k5|m2|r6|b10,1,0,ctxfam_64,medium,threshold=1
mc_a_84,conditioned_exact_invariant_fail,n4|k2|m2|r3|b4,1,0,ctxfam_65,high,context-invariance gap
mc_a_85,positive_shared_augmentation_threshold,n4|k2|m2|r3|b4,1,0,ctxfam_65,medium,threshold=2
mc_a_86,positive_shared_augmentation_threshold,n4|k5|m2|r1|b10,1,0,ctxfam_66,medium,threshold=3
mc_a_87,conditioned_exact_invariant_fail,n4|k3|m2|r4|b6,1,0,ctxfam_67,high,context-invariance gap
mc_a_88,positive_shared_augmentation_threshold,n4|k3|m2|r4|b6,1,0,ctxfam_67,medium,threshold=2
mc_a_89,conditioned_exact_invariant_fail,n4|k5|m2|r4|b10,1,0,ctxfam_68,high,context-invariance gap
mc_a_90,positive_shared_augmentation_threshold,n4|k5|m2|r4|b10,1,0,ctxfam_68,medium,threshold=1
mc_a_91,positive_shared_augmentation_threshold,n5|k5|m2|r2|b10,1,0,ctxfam_69,medium,threshold=2
mc_a_92,positive_shared_augmentation_threshold,n5|k2|m2|r3|b4,1,0,ctxfam_71,medium,threshold=4
mc_a_93,conditioned_exact_invariant_fail,n7|k3|m2|r4|b6,1,0,ctxfam_73,high,context-invariance gap
mc_a_94,positive_shared_augmentation_threshold,n7|k3|m2|r4|b6,1,0,ctxfam_73,medium,threshold=1
mc_a_95,positive_shared_augmentation_threshold,n4|k2|m2|r1|b4,1,0,ctxfam_74,medium,threshold=3
mc_a_96,family_enlargement_flip,n7|k3|m2|r4|b6,1,1->0,ctxfam_75,medium,shared verdict changed after adding one context
mc_a_97,positive_shared_augmentation_threshold,n6|k2|m2|r2|b4,1,0,ctxfam_76,medium,threshold=3
mc_a_98,conditioned_exact_invariant_fail,n5|k3|m2|r4|b6,1,0,ctxfam_77,high,context-invariance gap
mc_a_99,positive_shared_augmentation_threshold,n5|k3|m2|r4|b6,1,0,ctxfam_77,medium,threshold=1
mc_a_100,positive_shared_augmentation_threshold,n4|k4|m2|r4|b8,1,0,ctxfam_80,medium,threshold=2
mc_a_101,positive_shared_augmentation_threshold,n4|k5|m2|r2|b10,1,0,ctxfam_81,medium,threshold=2
mc_a_102,positive_shared_augmentation_threshold,n5|k5|m2|r5|b10,1,0,ctxfam_82,medium,threshold=3
mc_a_103,conditioned_exact_invariant_fail,n4|k2|m2|r3|b4,1,0,ctxfam_83,high,context-invariance gap
mc_a_104,positive_shared_augmentation_threshold,n4|k2|m2|r3|b4,1,0,ctxfam_83,medium,threshold=2
mc_a_105,positive_shared_augmentation_threshold,n5|k2|m2|r1|b4,1,0,ctxfam_84,medium,threshold=3
mc_a_106,positive_shared_augmentation_threshold,n5|k4|m2|r1|b8,1,0,ctxfam_86,medium,threshold=2
mc_a_107,conditioned_exact_invariant_fail,n5|k4|m2|r5|b8,1,0,ctxfam_87,high,context-invariance gap
mc_a_108,positive_shared_augmentation_threshold,n5|k4|m2|r5|b8,1,0,ctxfam_87,medium,threshold=2
mc_a_109,positive_shared_augmentation_threshold,n6|k5|m2|r2|b10,1,0,ctxfam_89,medium,threshold=3
mc_a_110,conditioned_exact_invariant_fail,n5|k5|m2|r5|b10,1,0,ctxfam_90,high,context-invariance gap
mc_a_111,positive_shared_augmentation_threshold,n5|k5|m2|r5|b10,1,0,ctxfam_90,medium,threshold=1
mc_a_112,positive_shared_augmentation_threshold,n5|k5|m2|r5|b10,1,0,ctxfam_91,medium,threshold=3
mc_a_113,conditioned_exact_invariant_fail,n5|k4|m2|r5|b8,1,0,ctxfam_92,high,context-invariance gap
mc_a_114,positive_shared_augmentation_threshold,n5|k4|m2|r5|b8,1,0,ctxfam_92,medium,threshold=2
mc_a_115,positive_shared_augmentation_threshold,n6|k2|m2|r2|b4,1,0,ctxfam_93,medium,threshold=4
mc_a_116,positive_shared_augmentation_threshold,n6|k2|m2|r4|b4,1,0,ctxfam_94,medium,threshold=3
mc_a_117,conditioned_exact_invariant_fail,n7|k2|m2|r3|b4,1,0,ctxfam_95,high,context-invariance gap
mc_a_118,positive_shared_augmentation_threshold,n7|k2|m2|r3|b4,1,0,ctxfam_95,medium,threshold=1
mc_a_119,conditioned_exact_invariant_fail,n4|k4|m2|r4|b8,1,0,ctxfam_96,high,context-invariance gap
mc_a_120,positive_shared_augmentation_threshold,n4|k4|m2|r4|b8,1,0,ctxfam_96,medium,threshold=2
mc_a_121,positive_shared_augmentation_threshold,n6|k2|m2|r2|b4,1,0,ctxfam_97,medium,threshold=3
mc_a_122,family_enlargement_flip,n4|k2|m2|r3|b4,1,1->0,ctxfam_98,medium,shared verdict changed after adding one context
mc_a_123,family_enlargement_flip,n7|k4|m2|r2|b8,1,1->0,ctxfam_99,medium,shared verdict changed after adding one context
mc_a_124,positive_shared_augmentation_threshold,n4|k5|m2|r4|b10,1,0,ctxfam_100,medium,threshold=3
mc_a_125,positive_shared_augmentation_threshold,n6|k4|m2|r2|b8,1,0,ctxfam_101,medium,threshold=4
mc_a_126,positive_shared_augmentation_threshold,n5|k2|m2|r3|b4,1,0,ctxfam_103,medium,threshold=4
mc_a_127,conditioned_exact_invariant_fail,n7|k5|m2|r6|b10,1,0,ctxfam_104,high,context-invariance gap
mc_a_128,positive_shared_augmentation_threshold,n7|k5|m2|r6|b10,1,0,ctxfam_104,medium,threshold=2
mc_a_129,conditioned_exact_invariant_fail,n7|k5|m2|r6|b10,1,0,ctxfam_105,high,context-invariance gap
mc_a_130,positive_shared_augmentation_threshold,n7|k5|m2|r6|b10,1,0,ctxfam_105,medium,threshold=1
mc_a_131,positive_shared_augmentation_threshold,n4|k4|m2|r4|b8,1,0,ctxfam_106,medium,threshold=2
mc_a_132,positive_shared_augmentation_threshold,n5|k4|m2|r2|b8,1,0,ctxfam_107,medium,threshold=2
mc_a_133,conditioned_exact_invariant_fail,n4|k4|m2|r4|b8,1,0,ctxfam_108,high,context-invariance gap
mc_a_134,positive_shared_augmentation_threshold,n4|k4|m2|r4|b8,1,0,ctxfam_108,medium,threshold=1
mc_a_135,positive_shared_augmentation_threshold,n5|k2|m2|r4|b4,1,0,ctxfam_109,medium,threshold=4
mc_a_136,family_enlargement_flip,n7|k2|m2|r3|b4,1,1->0,ctxfam_110,medium,shared verdict changed after adding one context
mc_a_137,conditioned_exact_invariant_fail,n7|k5|m2|r6|b10,1,0,ctxfam_112,high,context-invariance gap
mc_a_138,positive_shared_augmentation_threshold,n7|k5|m2|r6|b10,1,0,ctxfam_112,medium,threshold=1
mc_a_139,conditioned_exact_invariant_fail,n5|k3|m2|r4|b6,1,0,ctxfam_113,high,context-invariance gap
mc_a_140,positive_shared_augmentation_threshold,n5|k3|m2|r4|b6,1,0,ctxfam_113,medium,threshold=2
mc_a_141,positive_shared_augmentation_threshold,n5|k4|m2|r2|b8,1,0,ctxfam_114,medium,threshold=3
mc_a_142,conditioned_exact_invariant_fail,n5|k4|m2|r5|b8,1,0,ctxfam_115,high,context-invariance gap
mc_a_143,positive_shared_augmentation_threshold,n5|k4|m2|r5|b8,1,0,ctxfam_115,medium,threshold=1
mc_a_144,conditioned_exact_invariant_fail,n7|k5|m2|r6|b10,1,0,ctxfam_118,high,context-invariance gap
mc_a_145,positive_shared_augmentation_threshold,n7|k5|m2|r6|b10,1,0,ctxfam_118,medium,threshold=1
mc_a_146,positive_shared_augmentation_threshold,n4|k4|m2|r2|b8,1,0,ctxfam_119,medium,threshold=2
mc_a_147,positive_shared_augmentation_threshold,n4|k3|m2|r4|b6,1,0,ctxfam_120,medium,threshold=3
mc_a_148,conditioned_exact_invariant_fail,n4|k2|m2|r3|b4,1,0,ctxfam_122,high,context-invariance gap
mc_a_149,positive_shared_augmentation_threshold,n4|k2|m2|r3|b4,1,0,ctxfam_122,medium,threshold=1
mc_a_150,conditioned_exact_invariant_fail,n4|k5|m2|r4|b10,1,0,ctxfam_123,high,context-invariance gap
mc_a_151,positive_shared_augmentation_threshold,n4|k5|m2|r4|b10,1,0,ctxfam_123,medium,threshold=1
mc_a_152,conditioned_exact_invariant_fail,n4|k2|m2|r3|b4,1,0,ctxfam_124,high,context-invariance gap
mc_a_153,positive_shared_augmentation_threshold,n4|k2|m2|r3|b4,1,0,ctxfam_124,medium,threshold=1
mc_a_154,positive_shared_augmentation_threshold,n4|k4|m2|r1|b8,1,0,ctxfam_126,medium,threshold=2
mc_a_155,positive_shared_augmentation_threshold,n6|k2|m2|r2|b4,1,0,ctxfam_127,medium,threshold=3
mc_a_156,positive_shared_augmentation_threshold,n4|k5|m2|r4|b10,1,0,ctxfam_128,medium,threshold=3
mc_a_157,positive_shared_augmentation_threshold,n6|k3|m2|r6|b6,1,0,ctxfam_129,medium,threshold=4
mc_a_158,conditioned_exact_invariant_fail,n5|k2|m2|r3|b4,1,0,ctxfam_130,high,context-invariance gap
mc_a_159,positive_shared_augmentation_threshold,n5|k2|m2|r3|b4,1,0,ctxfam_130,medium,threshold=1
mc_a_160,positive_shared_augmentation_threshold,n4|k2|m2|r2|b4,1,0,ctxfam_131,medium,threshold=2
mc_a_161,family_enlargement_flip,n7|k3|m2|r2|b6,1,1->0,ctxfam_132,medium,shared verdict changed after adding one context
mc_a_162,positive_shared_augmentation_threshold,n4|k3|m2|r4|b6,1,0,ctxfam_133,medium,threshold=3
mc_a_163,positive_shared_augmentation_threshold,n5|k2|m2|r3|b4,1,0,ctxfam_134,medium,threshold=4
mc_a_164,conditioned_exact_invariant_fail,n6|k5|m2|r6|b10,1,0,ctxfam_135,high,context-invariance gap
mc_a_165,positive_shared_augmentation_threshold,n6|k5|m2|r6|b10,1,0,ctxfam_135,medium,threshold=1
mc_a_166,conditioned_exact_invariant_fail,n4|k4|m2|r4|b8,1,0,ctxfam_136,high,context-invariance gap
mc_a_167,positive_shared_augmentation_threshold,n4|k4|m2|r4|b8,1,0,ctxfam_136,medium,threshold=1
mc_a_168,conditioned_exact_invariant_fail,n7|k3|m2|r4|b6,1,0,ctxfam_137,high,context-invariance gap
mc_a_169,positive_shared_augmentation_threshold,n7|k3|m2|r4|b6,1,0,ctxfam_137,medium,threshold=2
mc_a_170,conditioned_exact_invariant_fail,n4|k4|m2|r4|b8,1,0,ctxfam_138,high,context-invariance gap
mc_a_171,positive_shared_augmentation_threshold,n4|k4|m2|r4|b8,1,0,ctxfam_138,medium,threshold=2
mc_a_172,conditioned_exact_invariant_fail,n5|k5|m2|r5|b10,1,0,ctxfam_139,high,context-invariance gap
mc_a_173,positive_shared_augmentation_threshold,n5|k5|m2|r5|b10,1,0,ctxfam_139,medium,threshold=1
mc_a_174,positive_shared_augmentation_threshold,n6|k3|m2|r2|b6,1,0,ctxfam_141,medium,threshold=4
mc_a_175,conditioned_exact_invariant_fail,n5|k5|m2|r5|b10,1,0,ctxfam_142,high,context-invariance gap
mc_a_176,positive_shared_augmentation_threshold,n5|k5|m2|r5|b10,1,0,ctxfam_142,medium,threshold=1
mc_a_177,positive_shared_augmentation_threshold,n6|k2|m2|r2|b4,1,0,ctxfam_143,medium,threshold=4
mc_a_178,positive_shared_augmentation_threshold,n5|k2|m2|r2|b4,1,0,ctxfam_145,medium,threshold=3
mc_a_179,positive_shared_augmentation_threshold,n4|k5|m2|r1|b10,1,0,ctxfam_147,medium,threshold=3
mc_a_180,conditioned_exact_invariant_fail,n4|k5|m2|r4|b10,1,0,ctxfam_148,high,context-invariance gap
mc_a_181,positive_shared_augmentation_threshold,n4|k5|m2|r4|b10,1,0,ctxfam_148,medium,threshold=1
mc_a_182,conditioned_exact_invariant_fail,n4|k5|m2|r4|b10,1,0,ctxfam_150,high,context-invariance gap
mc_a_183,positive_shared_augmentation_threshold,n4|k5|m2|r4|b10,1,0,ctxfam_150,medium,threshold=1
mc_a_184,positive_shared_augmentation_threshold,n6|k5|m2|r6|b10,1,0,ctxfam_151,medium,threshold=4
mc_a_185,positive_shared_augmentation_threshold,n4|k2|m2|r3|b4,1,0,ctxfam_152,medium,threshold=2
mc_a_186,positive_shared_augmentation_threshold,n5|k2|m2|r4|b4,1,0,ctxfam_154,medium,threshold=3
mc_a_187,positive_shared_augmentation_threshold,n4|k3|m2|r2|b6,1,0,ctxfam_155,medium,threshold=2
mc_a_188,conditioned_exact_invariant_fail,n7|k2|m2|r3|b4,1,0,ctxfam_156,high,context-invariance gap
mc_a_189,positive_shared_augmentation_threshold,n7|k2|m2|r3|b4,1,0,ctxfam_156,medium,threshold=2
mc_a_190,positive_shared_augmentation_threshold,n6|k2|m2|r2|b4,1,0,ctxfam_157,medium,threshold=4
mc_a_191,conditioned_exact_invariant_fail,n4|k3|m2|r4|b6,1,0,ctxfam_158,high,context-invariance gap
mc_a_192,positive_shared_augmentation_threshold,n4|k3|m2|r4|b6,1,0,ctxfam_158,medium,threshold=1
mc_a_193,positive_shared_augmentation_threshold,n7|k4|m2|r7|b8,1,0,ctxfam_159,medium,threshold=4
mc_a_194,positive_shared_augmentation_threshold,n7|k4|m2|r2|b8,1,0,ctxfam_160,medium,threshold=3
mc_a_195,positive_shared_augmentation_threshold,n4|k3|m2|r2|b6,1,0,ctxfam_161,medium,threshold=2
mc_a_196,positive_shared_augmentation_threshold,n4|k2|m2|r4|b4,1,0,ctxfam_162,medium,threshold=3
mc_a_197,conditioned_exact_invariant_fail,n4|k4|m2|r4|b8,1,0,ctxfam_163,high,context-invariance gap
mc_a_198,positive_shared_augmentation_threshold,n4|k4|m2|r4|b8,1,0,ctxfam_163,medium,threshold=1
mc_a_199,conditioned_exact_invariant_fail,n5|k4|m2|r5|b8,1,0,ctxfam_164,high,context-invariance gap
mc_a_200,positive_shared_augmentation_threshold,n5|k4|m2|r5|b8,1,0,ctxfam_164,medium,threshold=1
mc_a_201,conditioned_exact_invariant_fail,n7|k2|m2|r3|b4,1,0,ctxfam_165,high,context-invariance gap
mc_a_202,positive_shared_augmentation_threshold,n7|k2|m2|r3|b4,1,0,ctxfam_165,medium,threshold=2
mc_a_203,conditioned_exact_invariant_fail,n7|k5|m2|r6|b10,1,0,ctxfam_166,high,context-invariance gap
mc_a_204,positive_shared_augmentation_threshold,n7|k5|m2|r6|b10,1,0,ctxfam_166,medium,threshold=1
mc_a_205,positive_shared_augmentation_threshold,n4|k4|m2|r1|b8,1,0,ctxfam_167,medium,threshold=3
mc_a_206,conditioned_exact_invariant_fail,n4|k4|m2|r4|b8,1,0,ctxfam_169,high,context-invariance gap
mc_a_207,positive_shared_augmentation_threshold,n4|k4|m2|r4|b8,1,0,ctxfam_169,medium,threshold=1
