family_id,mode,n,p_record,q_target,k_contexts,descriptor_signature,local_exact_all,invariant_exact_direct,invariant_exact_agreement,lift_direct_consistent,agreement_basis_dim,lifted_rank,lifted_residual_norm,stack_residual_norm,stack_alignment,free_aug_threshold,restricted_aug_threshold,restricted_aug_found,free_aug_constructed_exact,candidate_count,library_rank_gain,library_target_defect,library_full_pool_feasible,library_full_pool_exact,library_search_limit,library_found_within_limit,notes
ao_pair_5_good,paired_shared,6,3,3,3,n6|p3|q3|k3|budget9|stackr3|targetr3,1,1,1,1,3,3,9.955921491304566e-14,2.300815010403651e-14,0.9999999999999996,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_5_bad,paired_mismatch,6,3,3,3,n6|p3|q3|k3|budget9|stackr3|targetr3,1,0,0,1,0,0,inf,9.050415252293284e-14,0.9999999999999984,3,,0,1,15,6,0,1,1,2,0,
ao_pair_6_good,paired_shared,8,4,2,3,n8|p4|q2|k3|budget12|stackr4|targetr2,1,1,1,1,4,4,1.1234667099445443e-13,1.8129285908476438e-13,0.9999999999999941,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_6_bad,paired_mismatch,8,4,2,3,n8|p4|q2|k3|budget12|stackr4|targetr2,1,0,0,1,0,0,inf,1.944253802929529e-14,0.9999999999999993,2,,0,1,15,7,0,1,1,2,0,
ao_pair_7_good,paired_shared,7,4,2,4,n7|p4|q2|k4|budget16|stackr4|targetr2,1,1,1,1,4,4,6.610965610370932e-14,4.9150163894127754e-14,0.9999999999999994,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_7_bad,paired_mismatch,7,4,2,4,n7|p4|q2|k4|budget16|stackr4|targetr2,1,0,0,1,0,0,inf,3.0600292392350455e-14,0.9999999999999997,2,,0,1,17,7,0,1,1,2,0,
ao_pair_8_good,paired_shared,9,5,3,3,n9|p5|q3|k3|budget15|stackr5|targetr3,1,1,1,1,5,5,6.593162045009302e-13,5.468640823942513e-13,0.9999999999999958,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_8_bad,paired_mismatch,9,5,3,3,n9|p5|q3|k3|budget15|stackr5|targetr3,1,0,0,1,0,0,inf,5.649017239171162e-14,0.9999999999999996,3,,0,1,15,8,0,1,1,2,0,
ao_pair_9_good,paired_shared,8,4,3,3,n8|p4|q3|k3|budget12|stackr4|targetr3,1,1,1,1,4,4,6.099723321163758e-14,5.924889052322839e-14,0.9999999999999993,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_9_bad,paired_mismatch,8,4,3,3,n8|p4|q3|k3|budget12|stackr4|targetr3,1,0,0,1,0,0,inf,6.38562606099622e-14,0.9999999999999993,3,,0,1,15,7,0,1,1,2,0,
ao_pair_10_good,paired_shared,7,5,3,4,n7|p5|q3|k4|budget20|stackr5|targetr3,1,1,1,1,5,5,1.7954390001041926e-13,3.413174445826859e-13,0.999999999999998,0,0,1,1,11,2,0,1,1,2,1,
ao_pair_10_bad,paired_mismatch,7,5,3,4,n7|p5|q3|k4|budget20|stackr5|targetr3,1,0,0,1,0,0,inf,3.7872348573621573e-13,0.9999999999999978,3,,0,1,17,7,0,1,1,2,0,
ao_pair_11_good,paired_shared,8,4,3,3,n8|p4|q3|k3|budget12|stackr4|targetr3,1,1,1,1,4,4,8.774555507236292e-14,7.812941625661994e-14,0.9999999999999992,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_11_bad,paired_mismatch,8,4,3,3,n8|p4|q3|k3|budget12|stackr4|targetr3,1,0,0,1,0,0,inf,5.800083904837072e-14,0.9999999999999993,3,,0,1,15,7,0,1,1,2,0,
ao_pair_12_good,paired_shared,9,3,2,4,n9|p3|q2|k4|budget12|stackr3|targetr2,1,1,1,1,3,3,5.2725191607037763e-14,1.0251441352002322e-13,0.9999999999999989,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_12_bad,paired_mismatch,9,3,2,4,n9|p3|q2|k4|budget12|stackr3|targetr2,1,0,0,1,0,0,inf,3.791179986907353e-14,0.9999999999999996,2,,0,1,17,6,0,1,1,2,0,
ao_pair_13_good,paired_shared,9,3,3,2,n9|p3|q3|k2|budget6|stackr3|targetr3,1,1,1,1,3,3,9.473162965870602e-14,6.055836639771032e-14,0.9999999999999994,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_13_bad,paired_mismatch,9,3,3,2,n9|p3|q3|k2|budget6|stackr3|targetr3,1,0,0,1,0,0,inf,5.909557705457676e-14,0.9999999999999994,3,,0,1,13,6,0,1,1,2,0,
ao_pair_14_good,paired_shared,7,3,2,2,n7|p3|q2|k2|budget6|stackr3|targetr2,1,1,1,1,3,3,2.8876045034225334e-14,7.17585504231388e-14,0.9999999999999992,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_14_bad,paired_mismatch,7,3,2,2,n7|p3|q2|k2|budget6|stackr3|targetr2,1,0,0,1,0,0,inf,2.135787485786098e-14,0.9999999999999998,2,,0,1,13,6,0,1,1,2,0,
ao_pair_15_good,paired_shared,6,3,2,3,n6|p3|q2|k3|budget9|stackr3|targetr2,1,1,1,1,3,3,3.1552218026454444e-14,2.738983880198498e-13,0.999999999999994,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_15_bad,paired_mismatch,6,3,2,3,n6|p3|q2|k3|budget9|stackr3|targetr2,1,0,0,1,0,0,inf,9.378592161520982e-15,0.9999999999999998,2,,0,1,15,6,0,1,1,2,0,
ao_pair_16_good,paired_shared,6,3,3,4,n6|p3|q3|k4|budget12|stackr3|targetr3,1,1,1,1,3,3,6.965493601656175e-13,1.6792915065539017e-13,0.9999999999999991,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_16_bad,paired_mismatch,6,3,3,4,n6|p3|q3|k4|budget12|stackr3|targetr3,1,0,0,1,0,0,inf,2.709279046333262e-13,0.9999999999999986,3,,0,1,17,6,0,1,1,2,0,
ao_pair_17_good,paired_shared,6,5,3,3,n6|p5|q3|k3|budget15|stackr5|targetr3,1,1,1,1,5,5,2.406553806124139e-13,1.5572341327404884e-13,0.9999999999999991,0,0,1,1,11,1,0,1,1,2,1,
ao_pair_17_bad,paired_mismatch,6,5,3,3,n6|p5|q3|k3|budget15|stackr5|targetr3,1,0,0,1,0,0,inf,1.3672828144591683e-13,0.9999999999999992,3,,0,1,15,6,0,1,1,2,0,
ao_pair_18_good,paired_shared,8,4,2,3,n8|p4|q2|k3|budget12|stackr4|targetr2,1,1,1,1,4,4,3.2620158698724813e-14,2.2371751529726046e-14,0.9999999999999994,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_18_bad,paired_mismatch,8,4,2,3,n8|p4|q2|k3|budget12|stackr4|targetr2,1,0,0,1,0,0,inf,2.1598275411047496e-13,0.999999999999995,2,,0,1,15,7,0,1,1,2,0,
ao_pair_19_good,paired_shared,6,4,2,3,n6|p4|q2|k3|budget12|stackr4|targetr2,1,1,1,1,4,4,2.54713714371639e-13,4.023360010629817e-14,0.9999999999999994,0,0,1,1,11,2,0,1,1,2,1,
ao_pair_19_bad,paired_mismatch,6,4,2,3,n6|p4|q2|k3|budget12|stackr4|targetr2,1,0,0,1,0,0,inf,5.0305723172905546e-14,0.9999999999999993,2,,0,1,15,6,0,1,1,2,0,
ao_pair_20_good,paired_shared,8,5,2,4,n8|p5|q2|k4|budget20|stackr5|targetr2,1,1,1,1,5,5,1.4315661862707105e-13,1.1976255248920022e-13,0.9999999999999984,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_20_bad,paired_mismatch,8,5,2,4,n8|p5|q2|k4|budget20|stackr5|targetr2,1,0,0,1,0,0,inf,4.4824421084916614e-14,0.9999999999999994,2,,0,1,17,8,0,1,1,2,0,
ao_pair_21_good,paired_shared,8,3,2,2,n8|p3|q2|k2|budget6|stackr3|targetr2,1,1,1,1,3,3,2.475681920880125e-14,2.687144428055128e-14,0.9999999999999996,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_21_bad,paired_mismatch,8,3,2,2,n8|p3|q2|k2|budget6|stackr3|targetr2,1,0,0,1,0,0,inf,2.653618833733567e-14,0.9999999999999996,2,,0,1,13,6,0,1,1,2,0,
ao_pair_22_good,paired_shared,7,4,3,3,n7|p4|q3|k3|budget12|stackr4|targetr3,1,1,1,1,4,4,4.578212997635899e-14,8.448906634201218e-14,0.999999999999999,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_22_bad,paired_mismatch,7,4,3,3,n7|p4|q3|k3|budget12|stackr4|targetr3,1,0,0,1,0,0,inf,3.154987402461677e-14,0.9999999999999997,3,,0,1,15,7,0,1,1,2,0,
ao_pair_23_good,paired_shared,7,4,2,2,n7|p4|q2|k2|budget8|stackr4|targetr2,1,1,1,1,4,4,2.955446222325768e-14,2.3123576330665573e-14,0.9999999999999993,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_23_bad,paired_mismatch,7,4,2,2,n7|p4|q2|k2|budget8|stackr4|targetr2,1,0,0,1,0,0,inf,2.1755839288168293e-14,0.9999999999999994,2,,0,1,13,7,0,1,1,2,0,
ao_pair_24_good,paired_shared,8,5,3,2,n8|p5|q3|k2|budget10|stackr5|targetr3,1,1,1,1,5,5,6.699815413174787e-13,2.1254018649793271e-13,0.9999999999999989,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_24_bad,paired_mismatch,8,5,3,2,n8|p5|q3|k2|budget10|stackr5|targetr3,1,0,0,1,0,0,inf,1.1749831786997178e-13,0.9999999999999993,3,,0,1,13,8,0,1,1,2,0,
ao_pair_25_good,paired_shared,7,4,3,4,n7|p4|q3|k4|budget16|stackr4|targetr3,1,1,1,1,4,4,8.140289677804162e-14,7.505501798136647e-14,0.9999999999999993,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_25_bad,paired_mismatch,7,4,3,4,n7|p4|q3|k4|budget16|stackr4|targetr3,1,0,0,1,0,0,inf,8.62688298001157e-14,0.9999999999999992,3,,0,1,17,7,0,1,1,2,0,
ao_pair_26_good,paired_shared,7,4,3,3,n7|p4|q3|k3|budget12|stackr4|targetr3,1,1,1,1,4,4,1.823168755282751e-13,6.134220829008544e-14,0.9999999999999997,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_26_bad,paired_mismatch,7,4,3,3,n7|p4|q3|k3|budget12|stackr4|targetr3,1,0,0,1,0,0,inf,9.306821551596823e-14,0.9999999999999994,3,,0,1,15,7,0,1,1,2,0,
ao_pair_27_good,paired_shared,6,5,3,2,n6|p5|q3|k2|budget10|stackr5|targetr3,1,1,1,1,5,5,1.0917371211507039e-13,6.321060421277765e-14,0.9999999999999996,0,0,1,1,11,1,0,1,1,2,1,
ao_pair_27_bad,paired_mismatch,6,5,3,2,n6|p5|q3|k2|budget10|stackr5|targetr3,1,0,0,1,0,0,inf,9.140905156548205e-14,0.9999999999999993,3,,0,1,13,6,0,1,1,2,0,
ao_pair_28_good,paired_shared,7,4,3,2,n7|p4|q3|k2|budget8|stackr4|targetr3,1,1,1,1,4,4,5.714791463924986e-14,2.3632890658920172e-14,0.9999999999999997,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_28_bad,paired_mismatch,7,4,3,2,n7|p4|q3|k2|budget8|stackr4|targetr3,1,0,0,1,0,0,inf,4.9332394999770663e-14,0.9999999999999993,3,,0,1,13,7,0,1,1,2,0,
ao_pair_29_good,paired_shared,9,3,3,4,n9|p3|q3|k4|budget12|stackr3|targetr3,1,1,1,1,3,3,4.545573589768551e-14,1.5020372049896956e-13,0.9999999999999984,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_29_bad,paired_mismatch,9,3,3,4,n9|p3|q3|k4|budget12|stackr3|targetr3,1,0,0,1,0,0,inf,5.74336301758966e-14,0.9999999999999993,3,,0,1,17,6,0,1,1,2,0,
ao_pair_30_good,paired_shared,8,5,2,3,n8|p5|q2|k3|budget15|stackr5|targetr2,1,1,1,1,5,5,1.5168360874424114e-13,5.6412004001525577e-14,0.9999999999999997,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_30_bad,paired_mismatch,8,5,2,3,n8|p5|q2|k3|budget15|stackr5|targetr2,1,0,0,1,0,0,inf,1.8803651732612279e-13,0.9999999999999988,2,,0,1,15,8,0,1,1,2,0,
ao_pair_31_good,paired_shared,8,3,2,3,n8|p3|q2|k3|budget9|stackr3|targetr2,1,1,1,1,3,3,7.072181667864252e-14,1.5694642960426368e-14,0.9999999999999994,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_31_bad,paired_mismatch,8,3,2,3,n8|p3|q2|k3|budget9|stackr3|targetr2,1,0,0,1,0,0,inf,1.1757885593931518e-14,0.9999999999999997,2,,0,1,15,6,0,1,1,2,0,
ao_pair_32_good,paired_shared,7,3,3,2,n7|p3|q3|k2|budget6|stackr3|targetr3,1,1,1,1,3,3,9.348684382812156e-14,2.6437298690029138e-14,0.9999999999999998,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_32_bad,paired_mismatch,7,3,3,2,n7|p3|q3|k2|budget6|stackr3|targetr3,1,0,0,1,0,0,inf,2.615229253481647e-14,0.9999999999999998,3,,0,1,13,6,0,1,1,2,0,
ao_pair_33_good,paired_shared,7,5,2,3,n7|p5|q2|k3|budget15|stackr5|targetr2,1,1,1,1,5,5,6.07169187733048e-14,8.978622837428814e-14,0.9999999999999988,0,0,1,1,11,2,0,1,1,2,1,
ao_pair_33_bad,paired_mismatch,7,5,2,3,n7|p5|q2|k3|budget15|stackr5|targetr2,1,0,0,1,0,0,inf,5.158321270830727e-14,0.9999999999999993,2,,0,1,15,7,0,1,1,2,0,
ao_pair_34_good,paired_shared,6,5,2,2,n6|p5|q2|k2|budget10|stackr5|targetr2,1,1,1,1,5,5,1.0638972451951072e-13,1.2667133861857497e-13,0.9999999999999981,0,0,1,1,11,1,0,1,1,2,1,
ao_pair_34_bad,paired_mismatch,6,5,2,2,n6|p5|q2|k2|budget10|stackr5|targetr2,1,0,0,1,0,0,inf,2.6738743718056527e-13,0.999999999999996,2,,0,1,13,6,0,1,1,2,0,
ao_pair_35_good,paired_shared,7,3,2,3,n7|p3|q2|k3|budget9|stackr3|targetr2,1,1,1,1,3,3,7.39325179625068e-14,7.708242561131987e-14,0.9999999999999991,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_35_bad,paired_mismatch,7,3,2,3,n7|p3|q2|k3|budget9|stackr3|targetr2,1,0,0,1,0,0,inf,2.6541529503070533e-14,0.9999999999999997,2,,0,1,15,6,0,1,1,2,0,
ao_pair_36_good,paired_shared,9,4,3,3,n9|p4|q3|k3|budget12|stackr4|targetr3,1,1,1,1,4,4,1.175721465406998e-13,7.562697123433306e-14,0.9999999999999992,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_36_bad,paired_mismatch,9,4,3,3,n9|p4|q3|k3|budget12|stackr4|targetr3,1,0,0,1,0,0,inf,4.012070135358397e-14,0.9999999999999996,3,,0,1,15,7,0,1,1,2,0,
ao_pair_37_good,paired_shared,8,3,2,2,n8|p3|q2|k2|budget6|stackr3|targetr2,1,1,1,1,3,3,3.95314236177098e-14,6.619462136797906e-14,0.9999999999999993,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_37_bad,paired_mismatch,8,3,2,2,n8|p3|q2|k2|budget6|stackr3|targetr2,1,0,0,1,0,0,inf,3.412270059808006e-14,0.9999999999999997,2,,0,1,13,6,0,1,1,2,0,
ao_pair_38_good,paired_shared,8,4,3,4,n8|p4|q3|k4|budget16|stackr4|targetr3,1,1,1,1,4,4,2.3386768297840643e-13,9.51398299437843e-14,0.9999999999999993,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_38_bad,paired_mismatch,8,4,3,4,n8|p4|q3|k4|budget16|stackr4|targetr3,1,0,0,1,0,0,inf,7.456600348164032e-14,0.9999999999999994,3,,0,1,17,7,0,1,1,2,0,
ao_pair_39_good,paired_shared,9,3,3,3,n9|p3|q3|k3|budget9|stackr3|targetr3,1,1,1,1,3,3,4.164505613069089e-14,9.058249717377317e-14,0.9999999999999994,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_39_bad,paired_mismatch,9,3,3,3,n9|p3|q3|k3|budget9|stackr3|targetr3,1,0,0,1,0,0,inf,2.7945881560058215e-14,0.9999999999999999,3,,0,1,15,6,0,1,1,2,0,
ao_pair_40_good,paired_shared,6,4,3,2,n6|p4|q3|k2|budget8|stackr4|targetr3,1,1,1,1,4,4,3.217241665993541e-13,1.1381513486630079e-13,0.9999999999999987,0,0,1,1,11,2,0,1,1,2,1,
ao_pair_40_bad,paired_mismatch,6,4,3,2,n6|p4|q3|k2|budget8|stackr4|targetr3,1,0,0,1,0,0,inf,3.769268483808287e-14,0.9999999999999996,3,,0,1,13,6,0,1,1,2,0,
ao_pair_41_good,paired_shared,9,3,2,2,n9|p3|q2|k2|budget6|stackr3|targetr2,1,1,1,1,3,3,5.719103538381361e-14,4.220015987572125e-14,0.9999999999999996,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_41_bad,paired_mismatch,9,3,2,2,n9|p3|q2|k2|budget6|stackr3|targetr2,1,0,0,1,0,0,inf,4.955526206118791e-14,0.9999999999999994,2,,0,1,13,6,0,1,1,2,0,
ao_pair_42_good,paired_shared,8,4,3,2,n8|p4|q3|k2|budget8|stackr4|targetr3,1,1,1,1,4,4,6.717353926855565e-14,7.277103308837008e-14,0.9999999999999992,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_42_bad,paired_mismatch,8,4,3,2,n8|p4|q3|k2|budget8|stackr4|targetr3,1,0,0,1,0,0,inf,4.370614009487317e-14,0.9999999999999996,3,,0,1,13,7,0,1,1,2,0,
ao_pair_43_good,paired_shared,9,4,3,3,n9|p4|q3|k3|budget12|stackr4|targetr3,1,1,1,1,4,4,3.739853452953543e-14,1.103630933628286e-13,0.9999999999999991,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_43_bad,paired_mismatch,9,4,3,3,n9|p4|q3|k3|budget12|stackr4|targetr3,1,0,0,1,0,0,inf,1.69176569908868e-13,0.9999999999999986,3,,0,1,15,7,0,1,1,2,0,
ao_pair_44_good,paired_shared,8,4,2,2,n8|p4|q2|k2|budget8|stackr4|targetr2,1,1,1,1,4,4,2.260933140504636e-14,3.5270861168017086e-14,0.9999999999999992,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_44_bad,paired_mismatch,8,4,2,2,n8|p4|q2|k2|budget8|stackr4|targetr2,1,0,0,1,0,0,inf,5.045557525896422e-14,0.9999999999999989,2,,0,1,13,7,0,1,1,2,0,
ao_pair_45_good,paired_shared,7,4,3,2,n7|p4|q3|k2|budget8|stackr4|targetr3,1,1,1,1,4,4,5.4491030888136886e-14,3.6633995345952184e-14,0.9999999999999997,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_45_bad,paired_mismatch,7,4,3,2,n7|p4|q3|k2|budget8|stackr4|targetr3,1,0,0,1,0,0,inf,8.761988149625325e-14,0.9999999999999992,3,,0,1,13,7,0,1,1,2,0,
ao_pair_46_good,paired_shared,6,3,3,4,n6|p3|q3|k4|budget12|stackr3|targetr3,1,1,1,1,3,3,6.180981608114815e-14,7.333794142050115e-14,0.9999999999999996,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_46_bad,paired_mismatch,6,3,3,4,n6|p3|q3|k4|budget12|stackr3|targetr3,1,0,0,1,0,0,inf,8.955640023684532e-14,0.9999999999999994,3,,0,1,16,6,0,1,1,2,0,
ao_pair_47_good,paired_shared,9,3,2,3,n9|p3|q2|k3|budget9|stackr3|targetr2,1,1,1,1,3,3,1.995740071247636e-13,9.089845499943812e-14,0.9999999999999994,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_47_bad,paired_mismatch,9,3,2,3,n9|p3|q2|k3|budget9|stackr3|targetr2,1,0,0,1,0,0,inf,6.531622370622637e-14,0.9999999999999997,2,,0,1,15,6,0,1,1,2,0,
ao_pair_48_good,paired_shared,9,4,3,2,n9|p4|q3|k2|budget8|stackr4|targetr3,1,1,1,1,4,4,1.4047827022357883e-13,5.628557004568385e-14,0.9999999999999996,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_48_bad,paired_mismatch,9,4,3,2,n9|p4|q3|k2|budget8|stackr4|targetr3,1,0,0,1,0,0,inf,4.0351070721557915e-14,0.9999999999999997,3,,0,1,13,7,0,1,1,2,0,
ao_pair_49_good,paired_shared,7,4,2,4,n7|p4|q2|k4|budget16|stackr4|targetr2,1,1,1,1,4,4,3.6253159474793117e-14,4.7441221173175156e-14,0.9999999999999994,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_49_bad,paired_mismatch,7,4,2,4,n7|p4|q2|k4|budget16|stackr4|targetr2,1,0,0,1,0,0,inf,1.831178849867924e-13,0.9999999999999977,2,,0,1,17,7,0,1,1,2,0,
ao_pair_50_good,paired_shared,7,3,3,4,n7|p3|q3|k4|budget12|stackr3|targetr3,1,1,1,1,3,3,7.165266210270663e-14,3.056159864571351e-14,0.9999999999999998,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_50_bad,paired_mismatch,7,3,3,4,n7|p3|q3|k4|budget12|stackr3|targetr3,1,0,0,1,0,0,inf,3.3586769634277824e-14,0.9999999999999997,3,,0,1,17,6,0,1,1,2,0,
ao_pair_51_good,paired_shared,9,3,3,3,n9|p3|q3|k3|budget9|stackr3|targetr3,1,1,1,1,3,3,1.1294630101758662e-13,1.228819800348611e-13,0.9999999999999987,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_51_bad,paired_mismatch,9,3,3,3,n9|p3|q3|k3|budget9|stackr3|targetr3,1,0,0,1,0,0,inf,2.181468177798098e-14,0.9999999999999998,3,,0,1,15,6,0,1,1,2,0,
ao_pair_52_good,paired_shared,8,4,2,4,n8|p4|q2|k4|budget16|stackr4|targetr2,1,1,1,1,4,4,3.847463435365213e-14,2.8591206918129104e-14,0.9999999999999994,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_52_bad,paired_mismatch,8,4,2,4,n8|p4|q2|k4|budget16|stackr4|targetr2,1,0,0,1,0,0,inf,4.9461775223583584e-14,0.999999999999999,2,,0,1,17,7,0,1,1,2,0,
ao_pair_53_good,paired_shared,8,5,3,3,n8|p5|q3|k3|budget15|stackr5|targetr3,1,1,1,1,5,5,1.5860389826762652e-13,1.975912546678074e-13,0.999999999999999,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_53_bad,paired_mismatch,8,5,3,3,n8|p5|q3|k3|budget15|stackr5|targetr3,1,0,0,1,0,0,inf,1.20664848765762e-13,0.9999999999999993,3,,0,1,15,8,0,1,1,2,0,
ao_pair_54_good,paired_shared,8,3,2,3,n8|p3|q2|k3|budget9|stackr3|targetr2,1,1,1,1,3,3,6.112319729142702e-14,1.5034371126621043e-13,0.999999999999999,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_54_bad,paired_mismatch,8,3,2,3,n8|p3|q2|k3|budget9|stackr3|targetr2,1,0,0,1,0,0,inf,4.95870894646368e-14,0.9999999999999997,2,,0,1,15,6,0,1,1,2,0,
ao_pair_55_good,paired_shared,6,4,3,2,n6|p4|q3|k2|budget8|stackr4|targetr3,1,1,1,1,4,4,2.1376334562999127e-13,1.222141251224859e-13,0.9999999999999991,0,0,1,1,11,2,0,1,1,2,1,
ao_pair_55_bad,paired_mismatch,6,4,3,2,n6|p4|q3|k2|budget8|stackr4|targetr3,1,0,0,1,0,0,inf,5.363193149292793e-14,0.9999999999999996,3,,0,1,13,6,0,1,1,2,0,
ao_pair_56_good,paired_shared,7,5,3,4,n7|p5|q3|k4|budget20|stackr5|targetr3,1,1,1,1,5,5,6.111674391049878e-14,4.861424621122053e-13,0.9999999999999951,0,0,1,1,11,2,0,1,1,2,1,
ao_pair_56_bad,paired_mismatch,7,5,3,4,n7|p5|q3|k4|budget20|stackr5|targetr3,1,0,0,1,0,0,inf,5.0932986235045135e-14,0.9999999999999994,3,,0,1,17,7,0,1,1,2,0,
ao_pair_57_good,paired_shared,6,3,3,3,n6|p3|q3|k3|budget9|stackr3|targetr3,1,1,1,1,3,3,3.906975622655788e-14,3.868438267771509e-14,0.9999999999999994,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_57_bad,paired_mismatch,6,3,3,3,n6|p3|q3|k3|budget9|stackr3|targetr3,1,0,0,1,0,0,inf,3.466190249543791e-14,0.9999999999999994,3,,0,1,15,6,0,1,1,2,0,
ao_pair_58_good,paired_shared,7,3,2,3,n7|p3|q2|k3|budget9|stackr3|targetr2,1,1,1,1,3,3,5.181971170676584e-14,3.019806626980426e-14,0.9999999999999996,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_58_bad,paired_mismatch,7,3,2,3,n7|p3|q2|k3|budget9|stackr3|targetr2,1,0,0,1,0,0,inf,2.787168413311961e-14,0.9999999999999997,2,,0,1,15,6,0,1,1,2,0,
ao_pair_59_good,paired_shared,9,4,3,2,n9|p4|q3|k2|budget8|stackr4|targetr3,1,1,1,1,4,4,1.1407821156308084e-13,2.7165775837149516e-13,0.9999999999999973,0,0,1,1,11,3,0,1,1,2,1,
