anomaly_id,type,family,descriptor_signature,count,evidence,severity
a_17,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i7.31,3,mt_1285;mt_1596;mt_1699,high
a_18,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i7.90,3,mt_1286;mt_1360;mt_1716,high
a_19,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i7.37,2,mt_1295;mt_1680,high
a_20,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i8.35,3,mt_1299;mt_1363;mt_1439,high
a_21,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i9.34,3,mt_1306;mt_1552;mt_1791,high
a_22,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i8.59,3,mt_1307;mt_1690;mt_1711,high
a_23,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i9.09,3,mt_1316;mt_1455;mt_1604,high
a_24,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i7.65,2,mt_1332;mt_1333,high
a_25,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i5.93,2,mt_1343;mt_1364,high
a_26,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i7.91,4,mt_1344;mt_1379;mt_1742;mt_1769,high
a_27,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i7.88,5,mt_1347;mt_1509;mt_1532;mt_1555;mt_1618,high
a_28,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i8.97,3,mt_1349;mt_1567;mt_1578,high
a_29,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i8.71,3,mt_1356;mt_1473;mt_1722,high
a_30,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i8.28,2,mt_1361;mt_1605,high
a_31,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i9.29,4,mt_1367;mt_1512;mt_1726;mt_1754,high
a_32,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i8.73,4,mt_1370;mt_1423;mt_1482;mt_1543,high
a_33,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i6.71,2,mt_1373;mt_1790,high
a_34,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i7.36,3,mt_1376;mt_1469;mt_1775,high
a_35,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i9.03,2,mt_1400;mt_1563,high
a_36,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i9.69,2,mt_1411;mt_1786,high
a_37,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i8.92,3,mt_1421;mt_1691;mt_1700,high
a_38,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i9.74,2,mt_1438;mt_1557,high
a_39,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i7.56,3,mt_1467;mt_1468;mt_1652,high
a_40,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i7.95,2,mt_1477;mt_1661,high
a_41,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i8.22,2,mt_1510;mt_1792,high
a_42,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i8.66,2,mt_1515;mt_1688,high
a_43,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i6.96,2,mt_1516;mt_1729,high
a_44,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i8.13,5,mt_1524;mt_1538;mt_1656;mt_1757;mt_1774,high
a_45,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i6.64,2,mt_1531;mt_1777,high
a_46,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i7.45,2,mt_1536;mt_1615,high
a_47,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i8.75,4,mt_1560;mt_1585;mt_1636;mt_1654,high
a_48,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i8.63,2,mt_1566;mt_1685,high
a_49,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i9.28,2,mt_1577;mt_1767,high
a_50,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i8.49,3,mt_1627;mt_1682;mt_1788,high
a_51,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i10.14,2,mt_1713;mt_1785,high
a_52,same_descriptor_opposite_verdict,multi_terminal_allocation,n6|m4|r4|i6.08,2,mt_1781;mt_1798,high
a_53,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.50,7,intv_1800_obs;intv_1800_itv;intv_1845_itv;intv_1897_itv;intv_1925_itv;intv_1978_obs,high
a_54,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.70,8,intv_1801_obs;intv_1827_obs;intv_1827_itv;intv_1866_obs;intv_1866_itv;intv_1911_obs,high
a_55,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i5.20,5,intv_1801_itv;intv_1809_itv;intv_1857_obs;intv_1960_obs;intv_2124_itv,high
a_56,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.81,3,intv_1802_obs;intv_1932_itv;intv_2064_obs,high
a_57,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.85,3,intv_1802_itv;intv_1972_obs;intv_2010_itv,high
a_58,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i5.27,6,intv_1803_obs;intv_1809_obs;intv_1889_obs;intv_1902_itv;intv_2126_itv;intv_2129_obs,high
a_59,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.72,2,intv_1803_itv;intv_1937_obs,high
a_60,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.87,4,intv_1804_obs;intv_2005_obs;intv_2005_itv;intv_2057_itv,high
a_61,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.99,7,intv_1804_itv;intv_1886_itv;intv_1915_itv;intv_1996_itv;intv_2008_obs;intv_2008_itv,high
a_62,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i5.06,7,intv_1806_obs;intv_1822_obs;intv_1855_obs;intv_2059_itv;intv_2094_obs;intv_2094_itv,high
a_63,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.52,4,intv_1806_itv;intv_2003_obs;intv_2135_obs;intv_2135_itv,high
a_64,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.78,3,intv_1807_obs;intv_1860_obs;intv_1860_itv,high
a_65,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.23,5,intv_1807_itv;intv_1833_itv;intv_2030_obs;intv_2030_itv;intv_2065_itv,high
a_66,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.97,4,intv_1808_obs;intv_1808_itv;intv_1853_itv;intv_1970_itv,high
a_67,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i2.83,8,intv_1810_obs;intv_1810_itv;intv_1837_itv;intv_1857_itv;intv_1904_obs;intv_1904_itv,high
a_68,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.71,4,intv_1811_itv;intv_1814_itv;intv_1935_itv;intv_1950_obs,high
a_69,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.42,3,intv_1812_obs;intv_1870_obs;intv_1870_itv,high
a_70,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.58,3,intv_1812_itv;intv_2037_obs;intv_2079_obs,high
a_71,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.32,4,intv_1813_obs;intv_1813_itv;intv_1838_obs;intv_1995_itv,high
a_72,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.22,8,intv_1816_itv;intv_1859_itv;intv_1961_obs;intv_1961_itv;intv_1990_obs;intv_2100_itv,high
a_73,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.84,7,intv_1817_obs;intv_1825_obs;intv_1939_obs;intv_2045_obs;intv_2045_itv;intv_2046_obs,high
a_74,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.00,4,intv_1817_itv;intv_1845_obs;intv_1920_itv;intv_2140_obs,high
a_75,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.62,5,intv_1819_obs;intv_1819_itv;intv_1874_obs;intv_1960_itv;intv_2127_obs,high
a_76,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.47,5,intv_1820_obs;intv_1922_obs;intv_1922_itv;intv_2016_itv;intv_2032_itv,high
a_77,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.01,8,intv_1820_itv;intv_1839_obs;intv_1839_itv;intv_1878_obs;intv_1878_itv;intv_1983_obs,high
a_78,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i5.38,2,intv_1821_itv;intv_1942_obs,high
a_79,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.26,5,intv_1823_obs;intv_1955_itv;intv_2011_obs;intv_2056_obs;intv_2129_itv,high
a_80,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.95,8,intv_1823_itv;intv_1891_itv;intv_1901_itv;intv_1956_obs;intv_1957_itv;intv_1980_itv,high
a_81,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.69,4,intv_1826_itv;intv_1848_itv;intv_2000_itv;intv_2018_itv,high
a_82,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i5.18,2,intv_1829_obs;intv_2050_itv,high
a_83,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.25,2,intv_1832_obs;intv_1868_itv,high
a_84,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.77,4,intv_1840_itv;intv_2074_obs;intv_2122_itv;intv_2145_itv,high
a_85,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.38,2,intv_1842_itv;intv_2137_obs,high
a_86,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.93,7,intv_1844_obs;intv_1844_itv;intv_1873_itv;intv_1877_itv;intv_1887_obs;intv_1893_obs,high
a_87,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.39,10,intv_1854_obs;intv_1854_itv;intv_1924_obs;intv_1924_itv;intv_1954_itv;intv_1979_itv,high
a_88,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i5.00,7,intv_1856_obs;intv_1856_itv;intv_1899_obs;intv_1899_itv;intv_1911_itv;intv_1968_itv,high
a_89,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.57,2,intv_1858_obs;intv_2067_obs,high
a_90,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.74,7,intv_1859_obs;intv_1863_obs;intv_1928_obs;intv_1980_obs;intv_2026_obs;intv_2026_itv,high
a_91,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i5.08,5,intv_1862_itv;intv_1955_obs;intv_1969_itv;intv_2011_itv;intv_2136_itv,high
a_92,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.56,4,intv_1872_itv;intv_2001_itv;intv_2042_itv;intv_2055_itv,high
a_93,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.08,2,intv_1876_obs;intv_1965_itv,high
a_94,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.97,2,intv_1877_obs;intv_2077_itv,high
a_95,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.09,2,intv_1883_obs;intv_2014_itv,high
a_96,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.33,6,intv_1883_itv;intv_1953_obs;intv_1953_itv;intv_2098_obs;intv_2098_itv;intv_2146_itv,high
a_97,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i5.61,3,intv_1884_obs;intv_1942_itv;intv_2013_itv,high
a_98,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.89,3,intv_1885_itv;intv_2083_obs;intv_2083_itv,high
a_99,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.37,4,intv_1887_itv;intv_1898_obs;intv_1898_itv;intv_2123_itv,high
a_100,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i2.48,3,intv_1891_obs;intv_1932_obs;intv_2075_itv,high
a_101,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i5.34,5,intv_1892_obs;intv_1920_obs;intv_1949_obs;intv_1949_itv;intv_2010_obs,high
a_102,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.79,5,intv_1896_obs;intv_1896_itv;intv_2062_itv;intv_2116_obs;intv_2116_itv,high
a_103,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.80,2,intv_1897_obs;intv_1905_itv,high
a_104,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.49,7,intv_1900_obs;intv_1900_itv;intv_1989_obs;intv_1989_itv;intv_2018_obs;intv_2029_obs,high
a_105,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.26,6,intv_1901_obs;intv_1921_obs;intv_2087_itv;intv_2139_obs;intv_2143_obs;intv_2143_itv,high
a_106,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i5.21,6,intv_1902_obs;intv_2031_obs;intv_2031_itv;intv_2037_itv;intv_2078_itv;intv_2112_obs,high
a_107,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.54,4,intv_1909_itv;intv_2006_itv;intv_2007_obs;intv_2007_itv,high
a_108,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.96,4,intv_1912_itv;intv_1985_itv;intv_2044_itv;intv_2118_itv,high
a_109,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i5.03,7,intv_1919_obs;intv_2020_obs;intv_2020_itv;intv_2047_itv;intv_2055_obs;intv_2062_obs,high
a_110,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.41,4,intv_1921_itv;intv_2038_itv;intv_2111_obs;intv_2111_itv,high
a_111,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i5.48,9,intv_1926_obs;intv_1926_itv;intv_1965_obs;intv_2002_obs;intv_2002_itv;intv_2101_itv,high
a_112,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i5.46,5,intv_1927_itv;intv_1971_obs;intv_1971_itv;intv_1988_obs;intv_1988_itv,high
a_113,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i2.64,3,intv_1928_itv;intv_2072_obs;intv_2072_itv,high
a_114,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.90,4,intv_1929_obs;intv_1929_itv;intv_1995_obs;intv_2066_itv,high
a_115,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i5.19,5,intv_1934_itv;intv_1981_obs;intv_1981_itv;intv_2041_obs;intv_2082_itv,high
a_116,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i3.91,3,intv_1954_obs;intv_1985_obs;intv_2023_obs,high
a_117,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.75,7,intv_1963_obs;intv_1963_itv;intv_1969_obs;intv_1992_obs;intv_1992_itv;intv_2024_itv,high
a_118,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i2.20,2,intv_1964_itv;intv_2141_obs,high
a_119,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.60,4,intv_1975_obs;intv_1975_itv;intv_2000_obs;intv_2102_itv,high
a_120,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i5.10,7,intv_1976_obs;intv_1976_itv;intv_2042_obs;intv_2082_obs;intv_2092_itv;intv_2103_obs,high
a_121,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i2.71,3,intv_1978_itv;intv_2095_obs;intv_2095_itv,high
a_122,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.36,2,intv_1982_itv;intv_2056_itv,high
a_123,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i2.56,3,intv_2023_itv;intv_2106_itv;intv_2140_itv,high
a_124,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.66,2,intv_2120_obs;intv_2141_itv,high
a_125,same_descriptor_opposite_verdict,intervention_split,n5|m2|r2|i4.64,2,intv_2131_itv;intv_2149_itv,high
a_126,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i2.08,9,design_2152_alpha_opt;design_2169_alpha_opt;design_2184_alpha_opt;design_2197_alpha_opt;design_2288_alpha_opt;design_2371_alpha_opt,high
a_127,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i3.71,12,design_2153_alpha_opt;design_2159_alpha_opt;design_2195_alpha_opt;design_2207_alpha_opt;design_2224_alpha_opt;design_2241_alpha_opt,high
a_128,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i5.02,19,design_2154_d_opt;design_2194_d_opt;design_2197_d_opt;design_2198_alpha_opt;design_2213_d_opt;design_2213_alpha_opt,high
a_129,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i4.16,5,design_2154_alpha_opt;design_2165_alpha_opt;design_2191_d_opt;design_2253_d_opt;design_2463_alpha_opt,high
a_130,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i4.03,20,design_2156_alpha_opt;design_2178_alpha_opt;design_2191_alpha_opt;design_2194_alpha_opt;design_2203_d_opt;design_2217_alpha_opt,high
a_131,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i2.64,13,design_2157_alpha_opt;design_2174_alpha_opt;design_2179_alpha_opt;design_2187_alpha_opt;design_2252_alpha_opt;design_2321_alpha_opt,high
a_132,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i2.83,9,design_2158_alpha_opt;design_2212_alpha_opt;design_2280_alpha_opt;design_2300_alpha_opt;design_2362_alpha_opt;design_2391_alpha_opt,high
a_133,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i3.26,10,design_2160_alpha_opt;design_2170_alpha_opt;design_2209_alpha_opt;design_2247_alpha_opt;design_2295_alpha_opt;design_2334_alpha_opt,high
a_134,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i3.78,8,design_2161_d_opt;design_2171_alpha_opt;design_2177_alpha_opt;design_2210_alpha_opt;design_2223_alpha_opt;design_2311_alpha_opt,high
a_135,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i3.00,13,design_2161_alpha_opt;design_2185_alpha_opt;design_2269_alpha_opt;design_2293_alpha_opt;design_2309_alpha_opt;design_2316_alpha_opt,high
a_136,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i4.86,8,design_2163_d_opt;design_2177_d_opt;design_2252_d_opt;design_2273_d_opt;design_2318_d_opt;design_2325_d_opt,high
a_137,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i3.91,9,design_2163_alpha_opt;design_2199_alpha_opt;design_2219_alpha_opt;design_2281_alpha_opt;design_2325_alpha_opt;design_2341_alpha_opt,high
a_138,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i1.61,8,design_2167_alpha_opt;design_2182_alpha_opt;design_2186_alpha_opt;design_2230_alpha_opt;design_2286_alpha_opt;design_2327_alpha_opt,high
a_139,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i1.79,12,design_2168_alpha_opt;design_2222_alpha_opt;design_2225_alpha_opt;design_2239_alpha_opt;design_2271_alpha_opt;design_2272_alpha_opt,high
a_140,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i3.69,7,design_2169_d_opt;design_2236_alpha_opt;design_2245_alpha_opt;design_2249_alpha_opt;design_2262_alpha_opt;design_2343_alpha_opt,high
a_141,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i4.79,7,design_2172_d_opt;design_2184_d_opt;design_2202_d_opt;design_2204_d_opt;design_2207_d_opt;design_2224_d_opt,high
a_142,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i3.87,5,design_2173_alpha_opt;design_2241_d_opt;design_2406_alpha_opt;design_2437_alpha_opt;design_2460_d_opt,high
a_143,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i2.89,6,design_2176_alpha_opt;design_2315_alpha_opt;design_2366_alpha_opt;design_2392_alpha_opt;design_2439_alpha_opt;design_2454_alpha_opt,high
a_144,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i3.99,7,design_2189_d_opt;design_2231_alpha_opt;design_2240_alpha_opt;design_2242_alpha_opt;design_2314_alpha_opt;design_2350_alpha_opt,high
a_145,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i3.64,6,design_2189_alpha_opt;design_2258_alpha_opt;design_2291_d_opt;design_2294_alpha_opt;design_2417_d_opt;design_2461_alpha_opt,high
a_146,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i3.58,9,design_2190_alpha_opt;design_2228_alpha_opt;design_2235_alpha_opt;design_2244_alpha_opt;design_2264_alpha_opt;design_2329_alpha_opt,high
a_147,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i4.97,13,design_2193_d_opt;design_2240_d_opt;design_2243_d_opt;design_2282_d_opt;design_2289_d_opt;design_2301_d_opt,high
a_148,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i4.28,6,design_2193_alpha_opt;design_2202_alpha_opt;design_2280_d_opt;design_2290_alpha_opt;design_2406_d_opt;design_2469_d_opt,high
a_149,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i4.60,4,design_2208_d_opt;design_2232_d_opt;design_2232_alpha_opt;design_2298_alpha_opt,high
a_150,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i4.30,4,design_2208_alpha_opt;design_2233_d_opt;design_2271_d_opt;design_2356_d_opt,high
a_151,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i2.40,5,design_2220_alpha_opt;design_2305_alpha_opt;design_2331_alpha_opt;design_2346_alpha_opt;design_2375_alpha_opt,high
a_152,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i5.26,3,design_2227_d_opt;design_2285_d_opt;design_2285_alpha_opt,high
a_153,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i2.20,8,design_2238_alpha_opt;design_2260_alpha_opt;design_2270_alpha_opt;design_2318_alpha_opt;design_2345_alpha_opt;design_2363_alpha_opt,high
a_154,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i4.39,11,design_2242_d_opt;design_2251_d_opt;design_2265_d_opt;design_2283_d_opt;design_2317_d_opt;design_2343_d_opt,high
a_155,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i3.37,10,design_2266_alpha_opt;design_2301_alpha_opt;design_2302_alpha_opt;design_2320_alpha_opt;design_2332_alpha_opt;design_2364_alpha_opt,high
a_156,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i4.85,3,design_2274_alpha_opt;design_2396_alpha_opt;design_2414_d_opt,high
a_157,same_descriptor_opposite_verdict,design_conflict,n4|m2|r2|i3.81,5,design_2328_alpha_opt;design_2332_d_opt;design_2374_d_opt;design_2424_alpha_opt;design_2468_alpha_opt,high
a_158,same_descriptor_opposite_verdict,formation_bridge,n5|m2|r2|i4.93,6,formation_2470_pre;formation_2476_pre;formation_2480_pre;formation_2747_post;formation_2777_pre;formation_2930_post,high
a_159,same_descriptor_opposite_verdict,formation_bridge,n5|m2|r2|i3.47,8,formation_2471_pre;formation_2494_pre;formation_2696_pre;formation_2696_post;formation_2952_post;formation_2980_post,high
a_160,same_descriptor_opposite_verdict,formation_bridge,n5|m2|r2|i3.95,5,formation_2473_pre;formation_2530_pre;formation_2622_post;formation_2758_post;formation_2765_pre,high
a_161,same_descriptor_opposite_verdict,formation_bridge,n5|m2|r2|i3.64,14,formation_2475_pre;formation_2623_post;formation_2668_pre;formation_2668_post;formation_2825_pre;formation_2825_post,high
a_162,same_descriptor_opposite_verdict,formation_bridge,n5|m2|r2|i4.88,5,formation_2477_pre;formation_2593_post;formation_2753_post;formation_2811_pre;formation_2811_post,high
a_163,same_descriptor_opposite_verdict,formation_bridge,n5|m2|r2|i4.14,5,formation_2478_pre;formation_2499_pre;formation_2513_pre;formation_2587_post;formation_2959_pre,high
a_164,same_descriptor_opposite_verdict,formation_bridge,n5|m2|r2|i3.40,4,formation_2481_pre;formation_2485_pre;formation_2889_post;formation_2960_post,high
a_165,same_descriptor_opposite_verdict,formation_bridge,n5|m2|r2|i4.11,16,formation_2482_pre;formation_2510_pre;formation_2553_post;formation_2637_pre;formation_2637_post;formation_2657_pre,high
a_166,same_descriptor_opposite_verdict,formation_bridge,n5|m2|r2|i5.19,4,formation_2483_pre;formation_2718_pre;formation_2856_pre;formation_2856_post,high
a_167,same_descriptor_opposite_verdict,formation_bridge,n5|m2|r2|i3.99,15,formation_2484_pre;formation_2509_pre;formation_2572_post;formation_2635_pre;formation_2635_post;formation_2653_pre,high
a_168,same_descriptor_opposite_verdict,formation_bridge,n5|m2|r2|i4.08,10,formation_2486_pre;formation_2577_post;formation_2705_pre;formation_2705_post;formation_2730_post;formation_2755_pre,high
a_169,same_descriptor_opposite_verdict,formation_bridge,n5|m2|r2|i3.83,7,formation_2487_pre;formation_2615_post;formation_2836_pre;formation_2836_post;formation_2887_post;formation_2988_pre,high
a_170,same_descriptor_opposite_verdict,formation_bridge,n5|m2|r2|i4.48,7,formation_2488_pre;formation_2718_post;formation_2746_post;formation_2848_pre;formation_2848_post;formation_2923_post,high
